,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,6.70537500581773,3.9526381608380303,0.004888351894631261,1.4044833706025723,1.1999013158583303,2.8143004350006726,51.57048988342285,7
X2,0.1,6.738685046262773,-0.026917189134385122,0.9937783296059408,3.4519012774709936,-6.792519424531545,-0.007797786486554961,51.57048988342285,7
X3,-0.5,2.6066411679621524,-0.42848075704239386,0.7820133506642246,1.5485600373295358,-3.4636026820469406,-0.2766962511710565,51.57048988342285,7
X4,-0.3,2.858638817742481,-0.29155892110502635,0.856053838272913,1.6072732656556483,-3.4417566599525333,-0.1813997204676281,51.57048988342285,7
X5,0.4,2.978805648305229,0.315490980094608,0.8164032957643584,1.3588589730273724,-2.3478236881160126,0.23217345313747498,51.57048988342285,7
X6,-0.2,1.3991062093157822,-0.1022114750489274,0.8938480572579909,0.765992479639784,-1.603529159413637,-0.13343665605828586,51.57048988342285,7
X7,-0.25,0.7497029526845557,-0.21307843905666857,0.6644551780463335,0.4912240182683071,-1.1758598307978927,-0.43377040033145303,51.57048988342285,7
X8,0.35,6.497603293535396,0.4109042951016021,0.8947356569608478,3.1055157127548227,-5.675794703332191,0.13231435069349545,51.57048988342285,7
X9,-0.1,5.054549021090238,-0.1368100806271647,0.9588061760698546,2.6487012525318847,-5.328169182344568,-0.05165175970539841,51.57048988342285,7
X10,0.5,3.941603519295594,0.46983327977002515,0.7908237003126863,1.7713438815843396,-3.001936959755543,0.2652411452426691,51.57048988342285,7
