,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,0.2917661308257616,0.09287834443541909,0.36004413243176403,0.10147522423388515,-0.1060094419549234,0.9152809972742554,8.881062507629395,6
X2,0.1,0.5326287441728131,0.07291791477974334,0.7558892276763738,0.23455064960023236,-0.3867929146133265,0.31088344843224475,8.881062507629395,6
X3,-0.5,-0.01807839540535261,-0.298756981996502,0.03696010310348008,0.14320599081980556,-0.5794355685876514,-2.086204496657018,8.881062507629395,6
X4,-0.3,0.0705491799494076,-0.18546683591427657,0.15564682651478023,0.13062281545155124,-0.44148285177796076,-1.419865551612362,8.881062507629395,6
X5,0.4,0.5425327249324683,0.272186805595671,0.04846023991494791,0.1379341249822942,0.0018408862588736863,1.9733101263419042,8.881062507629395,6
X6,-0.2,-0.0960581132018326,-0.2299199901198124,0.0007615148390813077,0.06829813043401807,-0.3637818670377922,-3.3664170403893428,8.881062507629395,6
X7,-0.25,-0.12195123557805358,-0.21136711305940725,3.602454044838689e-06,0.0456211835938587,-0.3007829905407609,-4.633091393268026,8.881062507629395,6
X8,0.35,0.6978800923135069,0.2624109408748331,0.23757815777407287,0.22218221938702637,-0.1730582105638407,1.1810618401364108,8.881062507629395,6
X9,-0.1,0.04057433106058117,-0.2846075130753795,0.08626991846701312,0.1659121515170486,-0.6097893572113402,-1.7154108995213297,8.881062507629395,6
X10,0.5,0.7386286415457551,0.5169511351299524,4.862627414100164e-06,0.11310284597870306,0.29527362871414964,4.570628887864527,8.881062507629395,6
