,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,-0.674344523276503,-1.103325683941158,4.63192417098761e-07,0.21887195921182995,-1.532306844605813,-5.040964077419031,67.90482783317566,152
X2,0.1,1.201169863047045,0.2928014141874452,0.5275369665529682,0.4634618027982146,-0.6155670346721547,0.6317703258814777,67.90482783317566,152
X3,-0.5,0.25438636384508917,-0.35463314729301576,0.253749040819815,0.3107299476613371,-0.9636526584311207,-1.141290532058817,67.90482783317566,152
X4,-0.3,0.07533554736211939,-0.4785409850333901,0.09038327579140122,0.28259525807387764,-1.0324175174288996,-1.6933793875206753,67.90482783317566,152
X5,0.4,0.7891404466722224,0.20945892090006393,0.4788194724496203,0.29576131284664336,-0.3702226048720946,0.7082025667389146,67.90482783317566,152
X6,-0.2,0.5261920997286351,0.23099746718108116,0.12509787770700176,0.15061227274968003,-0.06419716536647274,1.5337227369578479,67.90482783317566,152
X7,-0.25,0.023810946545237494,-0.17418821017817043,0.08466037443700988,0.10102183342316896,-0.3721873669015784,-1.7242630060822184,67.90482783317566,152
X8,0.35,1.2243902362936763,0.26300544112613977,0.5918299157610394,0.4905114559081373,-0.6983793540413966,0.5361861337962213,67.90482783317566,152
X9,-0.1,0.6818617698778674,-0.016498190707609824,0.9630690922090901,0.35631264685753267,-0.714858151293087,-0.04630256841320153,67.90482783317566,152
X10,0.5,0.5394792579967654,0.06296717592440158,0.7956404725489981,0.24312287474278296,-0.4135449061479623,0.2589932189269276,67.90482783317566,152
