,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,415.60589124601887,414.1651014551403,0.0,0.7351103341074343,412.72431166426173,563.405358677234,40.225921869277954,19
X2,0.1,4.867929400052261,0.04923434639427018,0.98402290332738,2.4585630417997426,-4.769460707263721,0.02002565952436556,40.225921869277954,19
X3,-0.5,2.5280396062533774,-0.06359832119931734,0.9616388108243994,1.3222885356326415,-2.655236248652012,-0.04809715843818391,40.225921869277954,19
X4,-0.3,2.0422432362385385,-0.015372938158274422,0.9883167101736975,1.049823453082206,-2.072989112555087,-0.014643355616737828,40.225921869277954,19
X5,0.4,1.6754177555281278,0.03623355549104851,0.9654430420496213,0.8363338306402971,-1.6029506445460309,0.0433242733506405,40.225921869277954,19
X6,-0.2,0.8232135605846995,-0.023241485445641828,0.957082091253517,0.43187275175990036,-0.8696965314759832,-0.05381558653777475,40.225921869277954,19
X7,-0.25,0.824480957025895,-0.04359318060415681,0.921594030301698,0.44290310313355336,-0.9116673182342087,-0.09842599949229006,40.225921869277954,19
X8,0.35,2.877592535852901,0.05146976240425261,0.9715254363941603,1.4419258585609982,-2.774653011044396,0.03569515179900997,40.225921869277954,19
X9,-0.1,2.3955443180768197,-0.02899045039298381,0.981302869924577,1.2370302558974569,-2.453525218862787,-0.023435522498155423,40.225921869277954,19
X10,0.5,1.7641794412864993,0.0678384147987766,0.9375250127036392,0.8654960124204948,-1.6285026116889463,0.07838096747442645,40.225921869277954,19
