,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,-0.5614835344397947,-0.7958588169087597,2.8258490441583296e-11,0.11958142214293985,-1.0302340993777246,-6.655371734561259,294.08903336524963,7
X2,0.1,0.6560071537903327,0.16243731932477987,0.5189025615017924,0.2518259694900278,-0.3311325151407729,0.6450379984785974,294.08903336524963,7
X3,-0.5,-0.05030987852900892,-0.35864337068075897,0.022621592984437437,0.15731589567550733,-0.666976862832509,-2.279765621527059,294.08903336524963,7
X4,-0.3,0.13756925540564788,-0.1531958730373326,0.30176806446763005,0.14835228016585023,-0.44396100148031303,-1.0326492647505483,294.08903336524963,7
X5,0.4,0.49890533197101117,0.21154268715625563,0.14906777128522944,0.14661628724545733,-0.07581995765849991,1.4428321104742061,294.08903336524963,7
X6,-0.2,0.00023030919467931232,-0.14358461444125867,0.050368016227272876,0.07337630876686407,-0.28739953807719665,-1.9568252594643993,294.08903336524963,7
X7,-0.25,-0.04224215618986517,-0.13702947771639593,0.004605199647501567,0.04836176660720848,-0.2318167992429267,-2.833425809882868,294.08903336524963,7
X8,0.35,0.8109839733454931,0.3088995008015676,0.22788044807822305,0.25617025238418945,-0.19318497174235794,1.2058367352439416,294.08903336524963,7
X9,-0.1,0.200245320401075,-0.16390973108163565,0.3776692770123592,0.18579680620802763,-0.5280647825643463,-0.8821988624396154,294.08903336524963,7
X10,0.5,0.5924301224543558,0.3386506486703143,0.008911453709643549,0.12948170159454025,0.08487117488627283,2.615432485825425,294.08903336524963,7
