,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-0.25401499316185,0.40993930632865333,-0.6196404912638533,0.5354945023326683,-1.0574812757509826,0.5494512894272827,6.035118103027344,37
X2,0.1,-0.11555286323452417,0.9973688360043851,-0.11585770385351817,0.9077653173192378,-2.0703598765250226,1.8392541500559745,6.035118103027344,37
X3,-0.5,-0.07354250806385076,0.7272677262878083,-0.10112164393604221,0.9194538967352367,-1.4989610699498088,1.3518760538221073,6.035118103027344,37
X4,-0.3,-0.19949607817997939,0.5689281910363874,-0.3506524748168439,0.7258490838379967,-1.3145748511964213,0.9155826948364626,6.035118103027344,37
X5,0.4,-0.024854033854700364,0.4830496575927826,-0.05145233717493419,0.9589650809335006,-0.9716139729488811,0.9219059052394802,6.035118103027344,37
X6,-0.2,-0.10455095322858582,0.27206587644698993,-0.38428543334414383,0.700766903213292,-0.637790276693134,0.42868837023596235,6.035118103027344,37
X7,-0.25,-0.295269525105515,0.17553775656557982,-1.682085557446464,0.09255225053415347,-0.6393172086148151,0.04877815840378508,6.035118103027344,37
X8,0.35,-0.18491497691110564,0.9431623241016054,-0.19605848557112746,0.8445643893075663,-2.0334791783065844,1.6636492244843732,6.035118103027344,37
X9,-0.1,-0.010755679700032331,0.6489031364263532,-0.016575169846251837,0.9867755334298339,-1.2825824665827734,1.2610711071827088,6.035118103027344,37
X10,0.5,0.37167986426418664,0.5095364612977001,0.7294470415671199,0.4657282513193166,-0.6269932565666989,1.3703529850950722,6.035118103027344,37
