,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,0.5295911977377772,-0.2954533760069327,0.4827572567088032,0.4209488407668252,-1.1204979497516425,-0.7018747823814349,4.271137714385986,58
X2,0.1,1.7575446924023923,-0.11293045924365083,0.905803514982257,0.9543415856852693,-1.983405610889694,-0.11833337343521566,4.271137714385986,58
X3,-0.5,0.9279693072347,-0.22542195887824573,0.701674720491636,0.5884757404283679,-1.3788132249911915,-0.3830607506677417,4.271137714385986,58
X4,-0.3,0.9789660426571081,-0.11043150917837675,0.8425128710071716,0.5558252865029586,-1.1998290610138616,-0.1986802541373564,4.271137714385986,58
X5,0.4,1.063475046420875,-0.0991556436297016,0.8672467652698447,0.5931898188183949,-1.2617863336802784,-0.16715668489930388,4.271137714385986,58
X6,-0.2,0.4075044750697071,-0.11871940935280342,0.6583588320572229,0.26848650506974137,-0.644943293775314,-0.44218017334601295,4.271137714385986,58
X7,-0.25,0.3172200863500686,-0.07153055560711677,0.7183718865085762,0.19834580735012755,-0.4602811975643022,-0.36063558167805543,4.271137714385986,58
X8,0.35,2.085763288694674,-0.009475148596381919,0.9929281173314305,1.0690188377393952,-2.104713585887438,-0.008863406576088573,4.271137714385986,58
X9,-0.1,1.2842646772947928,0.015322944212312293,0.9811179930666846,0.6474311431651195,-1.253618788870168,0.02366729554806782,4.271137714385986,58
X10,0.5,1.2089128670892113,0.16866153858835195,0.7506522042651431,0.5307502221983972,-0.8715897899125075,0.3177794968973285,4.271137714385986,58
