,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,0.3228648365977532,0.06040497052168096,5.345004455914244,9.041482934596915e-08,0.20447326895419732,0.44125640424130913,385.99265480041504
X2,0.1,0.05376939648357084,0.12213309442313798,0.4402524699593977,0.6597542611210973,-0.18560707179438038,0.29314586476152205,385.99265480041504
X3,-0.5,-0.5651052269871683,0.08865434729495614,-6.374252862152865,1.8385703058505963e-10,-0.7388645561287797,-0.39134589784555684,385.99265480041504
X4,-0.3,-0.20181224940755993,0.07688622197362456,-2.6248168296888177,0.008669559231432224,-0.35250647657187306,-0.051118022243246825,385.99265480041504
X5,0.4,0.34594679282014407,0.07721233545854606,4.480460159191491,7.448228269343249e-06,0.1946133949654703,0.4972801906748178,385.99265480041504
X6,-0.2,-0.182621277539475,0.038258603810979105,-4.773338787838044,1.8119660084647588e-06,-0.25760676369925684,-0.10763579137969313,385.99265480041504
X7,-0.25,-0.24923637906783538,0.025850553087918483,-9.641433133758307,5.343665806323115e-22,-0.29990253250024446,-0.1985702256354263,385.99265480041504
X8,0.35,0.33032109748130023,0.132840019341541,2.4866083211868673,0.012896730127963779,0.06995944181257618,0.5906827531500243,385.99265480041504
X9,-0.1,-0.1757345859091599,0.09507198278110378,-1.848437160648851,0.06453912708600439,-0.3620722495687432,0.010603077750423379,385.99265480041504
X10,0.5,0.4921746398716778,0.06766988540705086,7.273170878170213,3.5114566885360457e-13,0.35954410058973274,0.6248051791536229,385.99265480041504
