,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,-0.2788822080502977,-0.6826202542579867,0.0009203406454322688,0.20599258262278744,-1.0863583004656756,-3.313809873960352,189.3291733264923,164
X2,0.1,0.8237872155161338,0.04771882108057701,0.904075923779819,0.3959605352116451,-0.7283495733549797,0.12051408369541373,189.3291733264923,164
X3,-0.5,0.32389837843664737,-0.22964519421645116,0.4161503340052767,0.28242537753402536,-0.7831887668695496,-0.8131181277744226,189.3291733264923,164
X4,-0.3,0.21567428583316123,-0.29483514769260916,0.2576594732740819,0.2604687808172856,-0.8053445812183795,-1.1319404450986048,189.3291733264923,164
X5,0.4,0.6061918276158744,0.05320627028871864,0.8504215018783887,0.28214067060780496,-0.49977928703843716,0.18858064728526513,189.3291733264923,164
X6,-0.2,0.06527491638547084,-0.20956960457661994,0.13505092703041194,0.14022937205075744,-0.4844141255387107,-1.4944772376272504,189.3291733264923,164
X7,-0.25,0.04605522955202869,-0.11538253440188546,0.16126722978910712,0.08236771897540676,-0.27682029835579963,-1.4008222618904407,189.3291733264923,164
X8,0.35,0.9739929698790966,0.08510152968989226,0.8511550358545464,0.4535243709523258,-0.803789910499312,0.18764488777349098,189.3291733264923,164
X9,-0.1,0.549511815893198,-0.06064544729537304,0.8455440581205809,0.31131044406354963,-0.670802710483944,-0.19480697950176423,189.3291733264923,164
X10,0.5,0.7187305293368507,0.27432002503119896,0.22634740247357166,0.2267442179068859,-0.17009047927445275,1.2098214788606005,189.3291733264923,164
