,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,-4.2980663269035,-5.862721508778938,2.074067053541127e-13,0.7983081229427875,-7.427376690654375,-7.343933176036469,28.39503765106201,66
X2,0.1,3.118517665976386,0.00607638524859861,0.9969469688873339,1.588009412789106,-3.1063648954791887,0.003826416392536571,28.39503765106201,66
X3,-0.5,5.539462546532572,3.2914899681002905,0.004107487550426249,1.1469458512668,1.043517389668008,2.8697867161425665,28.39503765106201,66
X4,-0.3,8.148036143274416,6.303686680396688,2.1008278766334097e-11,0.9410119078093923,4.459337217518961,6.698838376095809,28.39503765106201,66
X5,0.4,0.8464444558910655,-1.1305977945632795,0.2623596480566217,1.008713553133805,-3.1076400450176243,-1.1208313708592619,28.39503765106201,66
X6,-0.2,-13.239909218101857,-15.034497194135106,1.376442047261621e-60,0.9156229277850253,-16.829085170168355,-16.41996583736158,28.39503765106201,66
X7,-0.25,0.13428413825517094,-0.46861395573579256,0.12765388175190093,0.3076067182820519,-1.071512049726756,-1.5234191189091955,28.39503765106201,66
X8,0.35,3.7859292185014777,0.7796974485117698,0.6112170050931562,1.5338198915845942,-2.2265343214779376,0.5083370301752065,28.39503765106201,66
X9,-0.1,3.91351070233204,1.6730914443664593,0.14328846234448658,1.1430920455506226,-0.5673278135991213,1.4636541745512175,28.39503765106201,66
X10,0.5,3.435706681631553,1.9309444580787638,0.011900890953043372,0.7677499298725841,0.4261822345259745,2.5150695336425803,28.39503765106201,66
