,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,-0.1988346269388483,-0.5745954891070851,0.0027257653397609336,0.19171824695159545,-0.9503563512753219,-2.997082949815192,50.4972038269043,48
X2,0.1,1.127109448505373,0.2737721092634985,0.5294761946937733,0.43538419034322795,-0.579565229978376,0.6288058118225992,50.4972038269043,48
X3,-0.5,0.37660510379164946,-0.1609839382026221,0.5572562338198989,0.2742851613571839,-0.6985729801968937,-0.5869217911973849,50.4972038269043,48
X4,-0.3,0.26269834212434995,-0.22627635081763992,0.3644138753785836,0.24948146646672584,-0.7152510437596298,-0.90698661516734,50.4972038269043,48
X5,0.4,0.7826149270101644,0.3036172133309643,0.214110535981064,0.24439107742754465,-0.17538050034823582,1.2423416457214098,50.4972038269043,48
X6,-0.2,0.07613425588663988,-0.17362688069175755,0.17303649875301086,0.12743149189393144,-0.42338801727015496,-1.3625115590444252,50.4972038269043,48
X7,-0.25,0.03380721909989817,-0.1276076477321193,0.1212704118860353,0.08235603655578239,-0.28902251456413675,-1.5494631974632065,50.4972038269043,48
X8,0.35,0.9846363081070064,0.1052960329288723,0.8144457618449151,0.4486512380728085,-0.7740442422492617,0.23469462244476083,50.4972038269043,48
X9,-0.1,0.48671884658068676,-0.11497997976390384,0.7080071241835734,0.3069948357952445,-0.7166788061084944,-0.3745339216083482,50.4972038269043,48
X10,0.5,0.5254247288626679,0.08256772466943302,0.7147962938105907,0.2259516012504489,-0.36028927952380185,0.3654221709980866,50.4972038269043,48
