,Truth,0.975],Coef,P-value,Std.Err,[0.025,z,RunTime,Steps
X1,-1.5,-0.8166729499621292,-1.2420504488764175,1.0474805416509754e-08,0.21703332250709106,-1.6674279477907057,-5.722855986024157,103.84726881980896,89
X2,0.1,0.8820707686303145,-0.12069586698977434,0.813504924900505,0.5116250276127974,-1.1234625026098632,-0.23590688585531455,103.84726881980896,89
X3,-0.5,0.2261846065226345,-0.4352822337375486,0.19713188089320455,0.33748928054810345,-1.0967490739977317,-1.2897661016984698,103.84726881980896,89
X4,-0.3,0.3015166073124648,-0.2767647105513568,0.34822575437849634,0.2950469079349527,-0.8550460284151784,-0.9380363023915287,103.84726881980896,89
X5,0.4,0.6601350936693249,0.11677942546164567,0.6735793973590378,0.27722737162911115,-0.42657624274603356,0.4212406039684967,103.84726881980896,89
X6,-0.2,0.16796062444597254,-0.123132001485864,0.4070684394795683,0.1485193737904556,-0.41422462741770055,-0.8290635648625184,103.84726881980896,89
X7,-0.25,0.0618153974620282,-0.12320641478640641,0.19184376447136864,0.09440061768911807,-0.30822822703484104,-1.3051441590366721,103.84726881980896,89
X8,0.35,1.188816160547925,0.20085400909741685,0.6902887296268084,0.5040715806262299,-0.7871081423530912,0.3984632675539598,103.84726881980896,89
X9,-0.1,0.5397786786017061,-0.16947677251190404,0.639545827969962,0.36187167270093235,-0.8787322236255143,-0.46833390203484526,103.84726881980896,89
X10,0.5,0.620981468668962,0.11787217579731442,0.6460942129848201,0.25669312950219875,-0.3852371170743331,0.45919489947355513,103.84726881980896,89
