,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-109.84474609080472,2.2409353691900176,-49.017364624178306,0.0,-114.23689874074387,-105.45259344086557,106.81374406814575,67
X2,0.1,-0.006330554050744951,4.729360958571219,-0.0013385643655030863,0.9989319804780623,-9.275707775855825,9.263046667754335,106.81374406814575,67
X3,-0.5,-0.4477932335699974,3.0762281416532375,-0.14556567749534427,0.8842642647057362,-6.477089646997243,5.581503179857249,106.81374406814575,67
X4,-0.3,-0.2500615259203147,2.833010805951191,-0.08826705686932806,0.9296644215400094,-5.802660717195635,5.302537665355005,106.81374406814575,67
X5,0.4,0.42950864577981374,2.775594581872217,0.15474473418596243,0.8770225619550606,-5.010556813284784,5.869574104844411,106.81374406814575,67
X6,-0.2,-0.1757096559145087,1.4279885768499716,-0.12304696183362344,0.9020699103259333,-2.9745158589516865,2.623096547122669,106.81374406814575,67
X7,-0.25,-0.2287692557647654,0.9553336368219578,-0.2394652998148335,0.8107448005346546,-2.1011887919248773,1.6436502803953463,106.81374406814575,67
X8,0.35,0.24625205984394466,4.842639980386628,0.05085078817366149,0.9594444200853739,-9.245147966674551,9.737652086362441,106.81374406814575,67
X9,-0.1,-0.08058057822361753,3.4853583352010267,-0.023119739915915948,0.98155475971822,-6.911757442317563,6.750596285870327,106.81374406814575,67
X10,0.5,0.2596028637912819,2.426202104747469,0.10699968616930312,0.9147892287270792,-4.495665918237986,5.01487164582055,106.81374406814575,67
