,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-0.9910180479106216,0.4502969297120784,-2.20081013775573,0.027749467610945832,-1.8735838194568257,-0.10845227636441757,9.0329909324646,23
X2,0.1,-0.1778103428240637,0.8940871010256783,-0.1988736249746622,0.8423616016164014,-1.9301888736987562,1.574568188050629,9.0329909324646,23
X3,-0.5,-0.3731524694576169,0.7557427330089245,-0.4937559478368287,0.6214785476884597,-1.8543810194167205,1.1080760805014866,9.0329909324646,23
X4,-0.3,-0.2226815249381057,0.5822659016018497,-0.382439576704552,0.7021353393669547,-1.3639017305052734,0.918538680629062,9.0329909324646,23
X5,0.4,0.43357644629495845,0.6092720730700288,0.7116302641449378,0.47669376115844964,-0.7605748831276675,1.6277277757175845,9.0329909324646,23
X6,-0.2,-0.30749597805589146,0.30992448181876,-0.9921642080399163,0.3211174291404888,-0.9149368051393155,0.2999448490275326,9.0329909324646,23
X7,-0.25,-0.16657676716607936,0.23549965826865368,-0.707333371057599,0.4793593320802787,-0.6281476193849429,0.29499408505278424,9.0329909324646,23
X8,0.35,0.02409292422221754,1.0158001567340629,0.02371817336559546,0.981077409833806,-1.9668388141709032,2.0150246626153385,9.0329909324646,23
X9,-0.1,0.0505261579939822,0.6789833888245076,0.07441442430786972,0.9406806316874587,-1.280256840700055,1.3813091566880193,9.0329909324646,23
X10,0.5,-0.23819928344724417,0.4877201004134514,-0.4883934109857626,0.6252712080831646,-1.194113122333994,0.7177145554395057,9.0329909324646,23
