,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,0.00960446547453215,0.15877295313353573,0.06049182360709969,0.9517639277422814,-0.30158480684088507,0.32079373778994935,82.49264788627625
X2,0.1,0.7933897273592104,0.28423521745635516,2.7913139492682215,0.005249452729356633,0.2362989336125827,1.3504805211058382,82.49264788627625
X3,-0.5,-0.44032738788744324,0.23479960383910808,-1.8753327547740206,0.060746959885831855,-0.9005261586263569,0.019871382851470387,82.49264788627625
X4,-0.3,-0.2540755357942968,0.20439744117866562,-1.2430465583578765,0.2138506772300064,-0.6546871621965991,0.14653609060800538,82.49264788627625
X5,0.4,0.5902266934120078,0.20802099198927784,2.8373419805748754,0.004549085844782638,0.18251303786873485,0.9979403489552808,82.49264788627625
X6,-0.2,-0.09087795098482034,0.10185825034199116,-0.892200196642842,0.3722856368152614,-0.29051645475811066,0.10876055278847001,82.49264788627625
X7,-0.25,-0.2728032387832606,0.06921936675301026,-3.941140342365192,8.10951593491291e-05,-0.40847070572195765,-0.13713577184456363,82.49264788627625
X8,0.35,-0.04450047866746924,0.3588506586568068,-0.12400835164699547,0.901308662450425,-0.7478348510110989,0.6588338936761605,82.49264788627625
X9,-0.1,0.38378195668973647,0.2473905148664273,1.551320417021447,0.1208249163359657,-0.10109454638992588,0.8686584597693988,82.49264788627625
X10,0.5,0.4933707828509035,0.18067944140429093,2.730641510823193,0.006321118896135714,0.13924558215838384,0.8474959835434233,82.49264788627625
