,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-0.9295446215703296,0.1879374996205108,-4.946030587015868,7.574206293407832e-07,-1.2978953550765444,-0.5611938880641147,21.870766162872314,53
X2,0.1,0.10896002449377282,0.4214416070445275,0.2585412134741139,0.7959892460254389,-0.7170503534156475,0.9349704024031932,21.870766162872314,53
X3,-0.5,-0.3687035756541057,0.3104177667489607,-1.18776569883734,0.23492573175753417,-0.9771112234424658,0.23970407213425438,21.870766162872314,53
X4,-0.3,-0.07719706691865004,0.26260538778420356,-0.2939660437663483,0.7687838506854305,-0.5918941731817288,0.4375000393444287,21.870766162872314,53
X5,0.4,0.3174433846467599,0.27469874701730873,1.155605506372251,0.2478425547074099,-0.2209562703522726,0.8558430396457924,21.870766162872314,53
X6,-0.2,-0.24383003573206444,0.1251074922451755,-1.9489642974716985,0.05129968853639795,-0.4890362166628876,0.001376145198758727,21.870766162872314,53
X7,-0.25,-0.29197283031928356,0.08922385049810251,-3.2723630362208236,0.0010665253294948683,-0.46684836523694656,-0.11709729540162056,21.870766162872314,53
X8,0.35,0.17662544065504446,0.4431978689017099,0.3985250224527039,0.6902432173022055,-0.6920264272690265,1.0452773085791154,21.870766162872314,53
X9,-0.1,-0.21697933103345463,0.32271804272357996,-0.6723495507169567,0.5013611917046441,-0.8494950769221332,0.415536414855224,21.870766162872314,53
X10,0.5,0.07974295858787328,0.23336878495054708,0.34170361989402964,0.7325739476398022,-0.3776514586389408,0.5371373758146873,21.870766162872314,53
