,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime
X1,-1.5,-0.09036750612949901,0.17035882126308197,-0.5304539292975392,0.595797243385773,-0.4242646628875742,0.24352965062857618,77.75041794776917
X2,0.1,-0.5901525869404938,0.4186420058935927,-1.4096831627796431,0.15863325855216714,-1.4106758473797232,0.23037067349873575,77.75041794776917
X3,-0.5,0.11422633694171698,0.23699458005099222,0.4819786887832617,0.6298210854383788,-0.350274508153346,0.57872718203678,77.75041794776917
X4,-0.3,-0.2761639436388462,0.2157072987664013,-1.2802716700741592,0.20044960755156804,-0.6989424837582372,0.14661459648054476,77.75041794776917
X5,0.4,0.45886167981443066,0.21634774790109057,2.120945026080013,0.0339264289461076,0.03482788244721757,0.8828954771816437,77.75041794776917
X6,-0.2,-0.07035774840946726,0.10253193061195098,-0.6862032928624721,0.492584921611009,-0.27131664125938915,0.13060114444045465,77.75041794776917
X7,-0.25,-0.3490166491687871,0.07077802938832249,-4.931143918318395,8.174947556728036e-07,-0.48773903876084124,-0.210294259576733,77.75041794776917
X8,0.35,0.029446548873076295,0.3792066764053806,0.07765303383423888,0.9381040548054734,-0.7137848854411191,0.7726779831872717,77.75041794776917
X9,-0.1,-0.5802848843866808,0.270610428995863,-2.144355214024482,0.032004435868858386,-1.1106715832431284,-0.049898185530233174,77.75041794776917
X10,0.5,0.5937713926701361,0.19112605995461404,3.1067003254874646,0.001891880766829905,0.21917119569725096,0.9683715896430213,77.75041794776917
