,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,44.593347044583204,1.3940649018831612,31.987999256235952,1.6014116816542447e-224,41.86103002322868,47.32566406593773,91.01968216896057,52
X2,0.1,-0.09536332861997432,2.205214301100559,-0.043244472236726034,0.9655066545082667,-4.417503971062231,4.226777313822281,91.01968216896057,52
X3,-0.5,-0.30248928050168267,1.7712291248290866,-0.17077930588504248,0.86439730152324,-3.7740346009181986,3.169056039914833,91.01968216896057,52
X4,-0.3,-0.2130387040116234,1.3990479769840765,-0.1522740517239947,0.8789707899619124,-2.955122373173242,2.5290449651499953,91.01968216896057,52
X5,0.4,0.31458045296888887,1.6298730186537165,0.1930091788553773,0.8469517795656627,-2.879911988163724,3.509072894101502,91.01968216896057,52
X6,-0.2,-0.15541660794435294,1.0143744035755227,-0.15321424455953536,0.8782293247664928,-2.1435539214738486,1.8327207055851429,91.01968216896057,52
X7,-0.25,-0.2127231238755451,0.5179662992180876,-0.41068912050198636,0.6813005054649911,-1.227918423556225,0.8024721758051347,91.01968216896057,52
X8,0.35,0.3343863617434031,2.752454138373145,0.12148662427525285,0.9033056085136357,-5.06032466111898,5.729097384605787,91.01968216896057,52
X9,-0.1,-0.09770818973520501,1.7771078230266986,-0.05498157650827981,0.9561531414047166,-3.5807755469859055,3.385359167515495,91.01968216896057,52
X10,0.5,0.3736243217400866,1.2587480300678446,0.29682216997785393,0.7666022786520814,-2.0934765022638064,2.8407251457439795,91.01968216896057,52
