,Truth,Coef,Std.Err,z,P-value,[0.025,0.975],RunTime,Steps
X1,-1.5,-15.500524477611677,1.0150520478835916,-15.27066962716902,1.1993512959717178e-52,-17.48998994958979,-13.51105900563356,43.649633169174194,22
X2,0.1,-0.5145462536094572,2.727250538353271,-0.1886684946518126,0.8503526457060556,-5.859859127762488,4.8307666205435735,43.649633169174194,22
X3,-0.5,-1.679432671821068,1.7369749086531192,-0.9668721542577315,0.3336079484257827,-5.08384096168447,1.7249756180423343,43.649633169174194,22
X4,-0.3,-2.394235732137759,1.2563375873410498,-1.9057264196042965,0.05668570970857391,-4.856612175173073,0.06814071089755425,43.649633169174194,22
X5,0.4,-1.5884651665532135,0.852348264194533,-1.8636339549002414,0.06237312593894601,-3.259037079836987,0.08210674673056029,43.649633169174194,22
X6,-0.2,1.3574655431608982,0.5186029749327882,2.6175429158246306,0.008856535071430034,0.3410223819997309,2.3739087043220657,43.649633169174194,22
X7,-0.25,-18.704813905738046,0.9779832925042172,-19.125903324833526,1.5368782924570623e-81,-20.621625951647783,-16.78800185982831,43.649633169174194,22
X8,0.35,1.3275053813533393,2.187138998799389,0.6069597689410969,0.5438776113954876,-2.9592083192895062,5.614219081996185,43.649633169174194,22
X9,-0.1,1.306837563584256,1.5014771525226152,0.8703679315989941,0.3840993658691465,-1.636003602182579,4.249678729351091,43.649633169174194,22
X10,0.5,-3.247451547094653,1.3728153091675332,-2.3655414718997325,0.018003726759641563,-5.938120131711888,-0.5567829624774179,43.649633169174194,22
