,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.12450941559139839,-0.08015415093906558,0.4427263240759116,0.10442210496236867,-1.5,-0.28481771746952955,-0.7675975404628291
X2,0.28278351447941025,-0.12849293164268294,0.5403120238431866,0.20983877567245784,0.1,-0.5397693777647761,-0.6123412187805103
X3,0.18708828757714469,-0.0887226674608072,0.5283807185848314,0.14072245971760292,-0.5,-0.3645336224987591,-0.6304797943331353
X4,0.13695616249448836,-0.11737776748775394,0.365707080232767,0.12976459260590617,-0.3,-0.3717116974699962,-0.9045438754177659
X5,0.4181264015224607,0.16293023630651327,0.2108101314207026,0.13020451662170707,0.4,-0.09226592890943419,1.2513408945703988
X6,0.07031921499316737,-0.05797643142905026,0.37577809744771873,0.06545816475313712,-0.2,-0.1862720778512679,-0.8857020609682111
X7,-0.1467926141851591,-0.23129973265106596,8.116997014248345e-08,0.043116668707132814,-0.25,-0.3158068511169728,-5.3645084276374515
X8,0.6159560144661449,0.17265895047176744,0.4452351705890655,0.2261761256810724,0.35,-0.27063811352260997,0.7633827396762082
X9,0.3802182617581432,0.06665417015713554,0.6769500739643326,0.1599846178812507,-0.1,-0.24690992144387214,0.41662861742501955
X10,0.44091514605192084,0.22304671682535587,0.044797776544817536,0.11115940355361884,0.5,0.005178287598790882,2.006548341344483
