,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.2382497378269096,0.03238459709702388,0.7578377244857404,0.1050351642835714,-1.5,-0.17348054363286186,0.30832147802989796
X2,0.5281714727346549,0.10177113896595812,0.6399314909680195,0.2175551866099055,0.1,-0.3246291948027387,0.4677945883608935
X3,-0.25610496688366907,-0.55002068390705,0.0002446572540998567,0.1499597528441241,-0.5,-0.8439364009304309,-3.6677886797984374
X4,0.022124001051462422,-0.23559364639825073,0.07317956900048112,0.13149101077862305,-0.3,-0.4933112938479639,-1.7917091442463229
X5,0.6052570628781577,0.3558386172918987,0.005170288671000987,0.12725664633955472,0.4,0.10642017170563967,2.7962281541069864
X6,0.04297962002002438,-0.08591958322651173,0.1914024038796831,0.0657661075644941,-0.2,-0.21481878647304786,-1.3064416674235124
X7,-0.08394011618828254,-0.16802572599255558,8.983015815473128e-05,0.0429016093174533,-0.25,-0.25211133579682865,-3.916536667639624
X8,0.5631066971983278,0.11782565353913255,0.604022024491455,0.2271883787963428,0.35,-0.3274553901200627,0.5186253547095133
X9,0.3144363970265161,-0.002472083850431458,0.987801664538988,0.16169097028157026,-0.1,-0.319380564727379,-0.015288941900259157
X10,0.6062818701447323,0.3840104625911122,0.0007087789112938448,0.11340586232891021,0.5,0.16173905503749203,3.386160597918381
