,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.22158395235585504,0.012015987607874791,0.9105234168225732,0.10692439491132504,-1.5,-0.19755197714010547,0.11237835498475289
X2,0.48808663621232445,0.07261362675756479,0.7319373578054431,0.2119799187407318,0.1,-0.3428593826971949,0.3425495546414328
X3,-0.07301051278145931,-0.36199700926533,0.014083135796776777,0.14744479821255427,-0.5,-0.6509835057492007,-2.4551358451010286
X4,-0.1693061810888732,-0.42865153980922754,0.0011975193807740863,0.1323214909663414,-0.3,-0.6879968985295819,-3.2394702982772734
X5,0.46033377011172427,0.19866191898639837,0.13674837920227834,0.13350849868942793,0.4,-0.06300993213892755,1.4880095344981188
X6,-0.052689409345823446,-0.18672843113059184,0.006325629312690934,0.06838851212816582,-0.2,-0.32076745291536024,-2.730406398967228
X7,-0.1141752138220035,-0.2039432229514085,8.474720975941762e-06,0.04580084589788638,-0.25,-0.29371123208081346,-4.452826557092476
X8,0.5290900796050477,0.07389630753693006,0.750347489416979,0.23224598618552056,0.35,-0.38129746453118757,0.31818120412165446
X9,0.20106188889213675,-0.12522008262157988,0.4519352992880592,0.16647345130508348,-0.1,-0.45150205413529654,-0.7521925066123509
X10,0.5885024198802274,0.3567223341765736,0.0025571738802668336,0.11825731784035516,0.5,0.12494224847291976,3.016492684690694
