,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.7014499192014726,0.49490177455080375,2.6505693120547642e-06,0.1053836420723385,-1.5,0.2883536299001349,4.696191598797547
X2,0.42805869361503746,-0.00471091347451129,0.9829782744608973,0.2208048755434022,0.1,-0.43748052056406006,-0.021335187744010192
X3,-0.17084666238134327,-0.462062819125363,0.0018720864860124358,0.14858240087267915,-0.5,-0.7532789758693827,-3.1098085399852065
X4,0.06674795483155976,-0.191799533269295,0.14595474263253352,0.13191440664259893,-0.3,-0.45034702137014976,-1.4539695712610472
X5,0.6384414807337936,0.3905940953311675,0.0020096842094356787,0.1264550702985494,0.4,0.1427467099285414,3.08879742353556
X6,-0.060563637339987986,-0.19066000784052506,0.004073874270053218,0.06637691840285692,-0.2,-0.32075637834106213,-2.872384142381622
X7,-0.12980877741445937,-0.217445252649062,1.1556192953333579e-06,0.04471330862944556,-0.25,-0.3050817278836646,-4.863099137912271
X8,0.4991151115466232,0.04510871147807592,0.8455995235585279,0.2316401730177428,0.35,-0.4088976885904713,0.1947361327286729
X9,0.27427031784340095,-0.05023762950983686,0.7615657109386611,0.16556832031263727,-0.1,-0.37474557686307464,-0.30342537397839625
X10,0.43356239492217913,0.20639117472556576,0.07496472498432935,0.11590581265605561,0.5,-0.020780045471047615,1.780680105647684
