,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,-0.0911887396185638,-0.2931668406783416,0.004443299553264385,0.10305194435192574,-1.5,-0.4951449417381194,-2.8448453109935246
X2,0.7393534928974632,0.31312107867104644,0.14991296191431036,0.21746951180042937,0.1,-0.11311133555537028,1.4398389736506882
X3,0.005192573573365,-0.2862417121953363,0.05422401354846998,0.14869369323553966,-0.5,-0.5776759979640376,-1.925042723512909
X4,-0.061306125713973425,-0.32517349004327617,0.01572070186265854,0.1346286790621168,-0.3,-0.5890408543725789,-2.415335961910784
X5,0.384120077431144,0.127394488722946,0.3307573637712439,0.13098484906263483,0.4,-0.129331099985252,0.9725894989734883
X6,-0.041803439172831136,-0.1781565202515923,0.010441515336212476,0.06956917631076956,-0.2,-0.31450960133035344,-2.5608542417658753
X7,-0.12998481373336634,-0.21622640217462377,8.921141377041559e-07,0.044001618622208076,-0.25,-0.3024679906158812,-4.91405564034165
X8,0.9021629519141212,0.4462769119628649,0.05502838465823989,0.23259919057250864,0.35,-0.00960912798839142,1.918652042014506
X9,0.1312875517574426,-0.18734515933999385,0.249160051816546,0.1625706957359607,-0.1,-0.5059778704374303,-1.1523919393460098
X10,0.4710471489761331,0.2418752054815814,0.03858297695587806,0.11692660859819448,0.5,0.01270326198702973,2.0686070380503305
