,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.19040280905892884,-0.012679012408345779,0.9026087831598061,0.10361507735207107,-1.5,-0.21576083387562042,-0.12236648113733566
X2,0.43435851622654004,0.01260929961423315,0.953272090844422,0.21518212406570064,0.1,-0.4091399169980738,0.058598267253757594
X3,-0.04930228213291499,-0.34442999613951064,0.022173422922450746,0.1505781300098347,-0.5,-0.6395577101461063,-2.2873839389359856
X4,0.07939364186917619,-0.17812107096735857,0.17519687602955103,0.13138747080892035,-0.3,-0.43563578380389334,-1.355692973391686
X5,0.4157856608890344,0.1522751603159626,0.25737933603461915,0.13444660237283532,0.4,-0.11123534025710918,1.132606980232098
X6,-0.016654711735041322,-0.14495998641227895,0.02680279916786246,0.06546307721837627,-0.2,-0.27326526108951654,-2.2143778229170525
X7,-0.12028779288644657,-0.2073632851297048,3.0489162670787385e-06,0.04442708756041348,-0.25,-0.29443877737296303,-4.667496712399279
X8,0.712541299681265,0.26349381552248646,0.2501128837550225,0.22911006740877815,0.35,-0.18555366863629202,1.150075238956483
X9,0.21913675628036214,-0.10155057947090404,0.5348281178584211,0.16361899287500492,-0.1,-0.42223791522217025,-0.6206527597225988
X10,0.7138383252176629,0.4877223733928427,2.362413232635628e-05,0.1153674005363467,0.5,0.2616064215680225,4.2275579680690205
