,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.05848429667257693,-0.1462461245861733,0.16149203817823088,0.10445621514413032,-1.5,-0.35097654584492355,-1.4000710669478174
X2,0.3268151153233226,-0.08310927632147587,0.6910954726621968,0.20914893928908818,0.1,-0.4930336679662743,-0.397368863566653
X3,-0.06281217973850417,-0.35784657571176515,0.017442921137319642,0.15053051789382915,-0.5,-0.6528809716850261,-2.3772360629500944
X4,0.08307750631284141,-0.17423776357859458,0.18445420525807998,0.13128571233524491,-0.3,-0.4315530334700306,-1.327164704211448
X5,0.3962324470549552,0.13556536420603846,0.3080509580669818,0.13299585239775663,0.4,-0.12510171864287825,1.0193202401575432
X6,0.021212102119647802,-0.10674535105949443,0.10203822012952822,0.06528561401084011,-0.2,-0.23470280423863665,-1.635051652294643
X7,-0.049266413263858236,-0.13491903915667988,0.0020197485041001614,0.043701122006741776,-0.25,-0.22057166504950154,-3.087312932969225
X8,0.7034110817392133,0.2672507229219416,0.22977503280086953,0.2225348826903309,0.35,-0.16890963589533015,1.200938566084649
X9,0.24477489755270485,-0.07239656804782571,0.6546041351364985,0.16182514862544953,-0.1,-0.38956803364835624,-0.4473752606610628
X10,0.5926866735974766,0.3753950001636648,0.0007090620709704762,0.11086513498911808,0.5,0.15810332672985294,3.386050990697044
