,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.2562890011652453,0.05234421063773411,0.614934836030798,0.10405537577604035,-1.5,-0.15160057988977704,0.5030418683066907
X2,0.48832302204070227,0.06342611157054052,0.7698493968103471,0.2167881198175894,0.1,-0.36147079889962125,0.29257189750023543
X3,0.016495338373287427,-0.2645199656059017,0.06504976952380671,0.14337778856100883,-0.5,-0.5455352695850908,-1.8449159263838522
X4,-0.038906012378472465,-0.29598391145566627,0.024034096343008213,0.1311646025524927,-0.3,-0.5530618105328601,-2.256583755798079
X5,0.6211087525669483,0.3659706727513896,0.0049329939204975385,0.1301748806690116,0.4,0.11083259293583098,2.8113770557771653
X6,-0.09343164531601636,-0.2256941288240775,0.0008242992557700565,0.06748209839979771,-0.2,-0.3579566123321386,-3.344503715443947
X7,-0.055392743212351284,-0.1401430097821828,0.0011911295843454461,0.04324072614080234,-0.25,-0.22489327635201434,-3.240995753074151
X8,0.59431103441604,0.1413984527620749,0.5406058670280691,0.23108209214759307,0.35,-0.3115141288918902,0.6118970598196036
X9,0.04207165757975073,-0.28275256815387717,0.0879881771668774,0.16572968979717378,-0.1,-0.6075767938875051,-1.7061069051653954
X10,0.5905879529413877,0.36442484698996214,0.001587676544121843,0.11539145920610049,0.5,0.1382617410385366,3.1581613535111255
