,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,-0.3618713054291327,-0.5776997832046015,1.553018455297915e-07,0.11011859288000633,-1.5,-0.7935282609800702,-5.246160235938607
X2,-0.1818206073770201,-0.7003815054964501,0.008116683203127232,0.26457674636852,0.1,-1.21894240361588,-2.6471771049785016
X3,0.2957953629413917,-0.02128922527913331,0.8953062152879206,0.16178082261741797,-0.5,-0.3383738134996583,-0.13159300920034528
X4,-0.13069235036368676,-0.4137284258095436,0.004170349992846916,0.14440881334853947,-0.3,-0.6967645012554005,-2.864980441401349
X5,0.7635282454688492,0.47541522150653304,0.001220113156763603,0.14699914078131854,0.4,0.18730219754421684,3.234136056711914
X6,-0.00769320306771637,-0.14511573845914383,0.038481672963393256,0.070114826288354,-0.2,-0.2825382738505713,-2.069686914181907
X7,-0.2007731262316137,-0.2951495115206843,8.814180046787422e-10,0.048152101410572135,-0.25,-0.3895258968097549,-6.129525044069668
X8,0.7025241768588901,0.20445222726855986,0.4210849474432361,0.25412300919319447,0.35,-0.29361972232177036,0.8045403992250347
X9,-0.34528688251072726,-0.7038408617285028,0.00011937502876825837,0.1829390637877918,-0.1,-1.0623948409462782,-3.8474060550837517
X10,1.0507514898729062,0.7983326336804168,5.688207906365098e-10,0.1287874961950778,0.5,0.5459137774879275,6.198836511823799
