,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.25927155380029965,0.0515656914715503,0.6265512888655376,0.10597432520635548,-1.5,-0.15614017085719903,0.48658664606866314
X2,-0.004833064538001142,-0.4448549661345833,0.04753616612075178,0.22450509376528455,0.1,-0.8848768677311655,-1.9814916386693213
X3,0.02125897783220404,-0.2620790898359268,0.06984615825274647,0.1445628938430149,-0.5,-0.5454171575040576,-1.8129070529020137
X4,-0.10601605176067963,-0.3681824754370897,0.005913435043303832,0.13376083625842622,-0.3,-0.6303488991134998,-2.752543163873171
X5,0.6276399093849288,0.36385602750196044,0.006860954221913484,0.134586085194916,0.4,0.10007214561899208,2.7035189185791486
X6,-0.09838095777761571,-0.23098208430404812,0.0006398765639183105,0.06765487862350146,-0.2,-0.3635832108304805,-3.4141231054372367
X7,-0.10251177579082907,-0.1908858415030594,2.3010800898503053e-05,0.04508963721386226,-0.25,-0.2792599072152897,-4.233474769328458
X8,1.2326070001288554,0.7774450822988016,0.0008147301153838784,0.2322297337247285,0.35,0.32228316446874783,3.3477413500389206
X9,-0.08367032189831564,-0.4034795652549166,0.013408128219304228,0.1631709783223574,-0.1,-0.7232888086115175,-2.4727409825159605
X10,0.7767256443172764,0.546120569127886,3.4572063192869234e-06,0.11765781166867882,0.5,0.31551549393849554,4.641600599080888
