,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.15257527526631878,-0.048682800702115975,0.6354283046129315,0.10268457786389687,-1.5,-0.24994087667055073,-0.4741004122999125
X2,0.48100033935650743,0.049647553967835004,0.8215229454651136,0.22008199405125423,0.1,-0.38170523142083745,0.22558662366659918
X3,-0.20768203564794324,-0.5058553981752231,0.0008838457095525552,0.15213206085789321,-0.5,-0.804028760702503,-3.3251071162951202
X4,0.06447187481977615,-0.1926455192337044,0.14196698959844584,0.13118475342071617,-0.3,-0.449762913287185,-1.4685054033366243
X5,0.5109334980282064,0.26561755614790866,0.03382390439638063,0.12516349375820054,0.4,0.020301614267610874,2.1221647636414414
X6,0.012366594663748162,-0.1164530932593195,0.07642628350640622,0.06572553777674879,-0.2,-0.24527278118238716,-1.7718089071386223
X7,-0.12786079893537067,-0.2154605396670958,1.4303217778852676e-06,0.044694566191891855,-0.25,-0.30306028039882094,-4.820732317705838
X8,0.45170347120453114,-0.0005900530605141233,0.997959867472252,0.2307662407396489,0.35,-0.4528835773255594,-0.002556929725175108
X9,0.23302561006760175,-0.09036887198209602,0.5839051790736398,0.1650002153354336,-0.1,-0.4137633540317938,-0.5476894184555007
X10,0.4192575310082601,0.19310213375450033,0.0942270164618158,0.11538752612484705,0.5,-0.03305326349925941,1.6735096092238566
