,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.13803042660584558,0.045124255030287094,0.3411229659646843,0.04740197859529995,-1.5,-0.04778191654527138,0.951948766011242
X2,0.38913776982431314,0.1918202733502972,0.05673331397233196,0.10067404119362187,0.1,-0.005497223123718725,1.9053598234064912
X3,-0.602179962959795,-0.7324550552238719,3.072613850621795e-28,0.06646810465094098,-0.5,-0.8627301474879487,-11.019647078405185
X4,-0.10751273272843462,-0.22483892659666185,0.00017265646500195912,0.05986140248914124,-0.3,-0.3421651204648891,-3.7559916281187573
X5,0.5150937652543203,0.39787492553316184,2.8778514514833573e-11,0.05980662895908212,0.4,0.2806560858120034,6.652689383402228
X6,-0.20893844782387888,-0.2687476548293692,1.2861556450214011e-18,0.030515462021491368,-0.2,-0.3285568618348595,-8.806933830465884
X7,-0.19528157350806088,-0.23498164474458635,4.078862712505831e-31,0.0202555104259698,-0.25,-0.2746817159811118,-11.600875011439552
X8,0.28401738579389146,0.0823271917429753,0.4236930536777218,0.10290505032282031,0.35,-0.11936300230794088,0.8000306251705739
X9,-0.1171373853991036,-0.2623621911741338,0.000398827805041659,0.07409564960123256,-0.1,-0.407586996949164,-3.540858236429706
X10,0.501326748919456,0.3993037224491227,1.7063074659211777e-14,0.05205352061075267,0.5,0.2972806959787895,7.671022397025702
