,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.16355466537769245,-0.04377766109313822,0.6789904759489116,0.10578374218650478,-1.5,-0.2511099875639689,-0.413841108172888
X2,0.38563738266782754,-0.06994775710581413,0.763474820162765,0.2324456672539096,0.1,-0.5255328968794558,-0.30092089016831375
X3,0.15689054976045017,-0.12715620417030468,0.3802713999225539,0.1449244751080912,-0.5,-0.41120295810105956,-0.8773963409249256
X4,0.06272160354988018,-0.1944371189815882,0.13836044508068474,0.13120583976617345,-0.3,-0.45159584151305654,-1.4819242750787727
X5,0.4402505013215916,0.18533007763167303,0.15418138213649776,0.1300638295856039,0.4,-0.06959034605824554,1.4249163523952264
X6,-0.03173227219397809,-0.159085247957707,0.01435224923803653,0.06497720150152192,-0.2,-0.2864382237214359,-2.448324093397295
X7,-0.17856361736763907,-0.266585913905844,2.920913158325821e-09,0.044910159848958936,-0.25,-0.354608210444049,-5.935982298936835
X8,0.5401130249712207,0.08322093860079674,0.7210925121501168,0.23311248898981002,0.35,-0.3736711477696273,0.3569990563844675
X9,0.22665357805689007,-0.0894646671163265,0.5791069393333919,0.16128778139456468,-0.1,-0.4055829122895431,-0.5546896754532542
X10,0.5098354054220495,0.2859018800000961,0.012337604007316753,0.11425389722563956,0.5,0.061968354578142676,2.5023380991150757
