,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,2.3799604278167683,2.0748740404944055,1.5573781499743797e-40,0.15565917910857696,-1.5,1.7697876531720427,13.329596445109853
X2,0.42068654282251505,-0.17709279859584906,0.5614820778922232,0.30499506185744435,0.1,-0.7748721400142131,-0.580641527496674
X3,-0.03895483210231648,-0.416273187714769,0.03059404272134282,0.1925129010596381,-0.5,-0.7935915433272216,-2.162313203029509
X4,0.2881705883426506,-0.07261010366481681,0.6932421952711968,0.18407516260883738,-0.3,-0.43339079567228417,-0.39445899509601096
X5,0.5900041061857476,0.23998460836574778,0.1790084566043446,0.17858465656512051,0.4,-0.11003488945425208,1.3438142614353765
X6,-0.0418358485542189,-0.2230672691549454,0.015847611173305434,0.092466708878697,-0.2,-0.4042986897556719,-2.412406279621972
X7,-0.17982418548533396,-0.30317850807690244,1.4560733026402225e-06,0.0629370348596038,-0.25,-0.4265328306684709,-4.81717177736789
X8,1.0224618819697242,0.4172657374937102,0.17658650928858255,0.3087792145549684,0.35,-0.1879304069823038,1.3513401091297526
X9,0.35323544251254235,-0.0903667884188142,0.6896966125148482,0.2263318259576995,-0.1,-0.5339690193501707,-0.39926682001718744
X10,0.8331667722335194,0.515328858740133,0.0014839596695749822,0.16216517930604152,0.5,0.19749094524674665,3.1778021702648855
