,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.43508436071716183,0.23306140540607526,0.02375372115799816,0.10307482959436325,-1.5,0.03103845009498868,2.2610894077948633
X2,0.42038285420361027,-0.04388841146660293,0.8530102242109642,0.23687744553992482,0.1,-0.5081596771368161,-0.18527897988162703
X3,-0.08549858002208294,-0.3694691655340701,0.010769977696785943,0.1448856129561498,-0.5,-0.6534397510460572,-2.5500749038891213
X4,-0.036024870555666666,-0.29495646139672893,0.025571924603313458,0.13211038102794861,-0.3,-0.5538880522377911,-2.2326516591783157
X5,0.7426760783106698,0.4668380381717792,0.0009095305878126059,0.14073627890047502,0.4,0.19099999803288858,3.317112274241063
X6,-0.13560871719219536,-0.27172141468376865,9.128089459892377e-05,0.06944652937072991,-0.2,-0.40783411217534193,-3.912670901568378
X7,-0.09574474930373869,-0.18589316991758395,5.308757203109825e-05,0.045994936954885525,-0.25,-0.2760415905314292,-4.041600711398271
X8,0.8544395254754288,0.4139737568455223,0.0654632903357343,0.2247315606969855,0.35,-0.026492011784384206,1.8420810835897659
X9,0.09139271150609074,-0.2378939334196527,0.15678114519355377,0.16800647610147096,-0.1,-0.5671805783453961,-1.41598073443295
X10,0.7765175684874862,0.5512072250436517,1.6273527476642397e-06,0.11495636830259866,0.5,0.3258968815998172,4.794925528551091
