,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,-0.572214994233806,-0.7972867899199008,3.8410191327256505e-12,0.1148346580274407,-1.5,-1.0223585856059956,-6.942910821656145
X2,0.39594177721936613,-0.10260082396338151,0.686680785548517,0.2543631419672747,0.1,-0.6011434251461292,-0.4033635658446997
X3,-0.11176451063973059,-0.44118462813212544,0.008666582505454119,0.16807457560056963,-0.5,-0.7706047456245203,-2.6249337626209672
X4,0.032759239325593104,-0.25344270052042395,0.08263057847305051,0.1460240799555589,-0.3,-0.539644640366441,-1.7356226493435665
X5,0.6104126959984086,0.32111593012274237,0.029589938736455993,0.14760310183027153,0.4,0.03181916424707604,2.175536463264795
X6,0.08349964126408145,-0.053422594701669476,0.4444418170792144,0.06985956679089561,-0.2,-0.19034483066742042,-0.7647140850668964
X7,-0.13303050467994432,-0.232995094605023,4.918423244211997e-06,0.05100327859342247,-0.25,-0.33295968453010166,-4.568237592378438
X8,1.1087774360509774,0.6126770678220721,0.015497971568697021,0.25311708185910836,0.35,0.11657669959316663,2.4205283314822044
X9,0.20035872845926211,-0.15661547444367435,0.38984636968902076,0.18213304065938785,-0.1,-0.5135896773466109,-0.8598960072080792
X10,0.6613198537422261,0.4041760290767438,0.0020654836109655467,0.13119823867452785,0.5,0.14703220441126152,3.080651334652518
