,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,-0.11477364055476097,-0.32752187244561326,0.0025501418059544075,0.10854700999143468,-1.5,-0.5402701043364655,-3.0173274461586517
X2,0.0847958458399603,-0.361393390342471,0.11240318887113479,0.22765175083952116,0.1,-0.8075826265249022,-1.5874834654675178
X3,-0.0725790411912206,-0.3714622827956958,0.014854376517035717,0.15249425071301065,-0.5,-0.670345524400171,-2.4359100822415662
X4,-0.0641028090734384,-0.3366431453223027,0.015479706545175154,0.1390537460121024,-0.3,-0.609183481571167,-2.420957039826912
X5,0.9797916352039622,0.694566753694516,1.8166789377254008e-06,0.14552557164797217,0.4,0.4093418721850699,4.772815841429437
X6,0.07968409801464832,-0.06383585236388287,0.3833354400675578,0.07322580944268935,-0.2,-0.20735580274241405,-0.8717671112102136
X7,-0.08726955325906516,-0.1806697530620717,0.00014987350328207375,0.04765403844305637,-0.25,-0.27406995286507824,-3.791278954835294
X8,0.8412316163593581,0.3540443955341505,0.15435162311272585,0.2485694741460596,0.35,-0.13314282529105703,1.4243277327211699
X9,0.9349073136823847,0.5946816290260363,0.0006129289991936869,0.17358772133383488,-0.1,0.25445594436968794,3.4258277282318574
X10,0.7195137217590828,0.4839693517588091,5.6467211986625905e-05,0.12017790632903141,0.5,0.2484249817585354,4.027107532009787
