,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.3053357217715865,0.10078751932788604,0.3341754522483422,0.10436324465332039,-1.5,-0.1037606831158144,0.9657376949393209
X2,1.2033195684123965,0.762888605097879,0.0006864506099945128,0.22471380255684156,0.1,0.3224576417833616,3.3949343405592796
X3,-0.2893902085455832,-0.5770490284017714,8.433857280435093e-05,0.14676739973600952,-0.5,-0.8647078482579595,-3.9317248206325743
X4,-0.04171023929318418,-0.30348749948598885,0.0230711395551933,0.13356227981371324,-0.3,-0.5652647596787935,-2.272254561012883
X5,0.9213999701061422,0.6488511081587935,3.070549008604055e-06,0.13905809593816446,0.4,0.376302246211445,4.666043381230539
X6,0.0009736479544170951,-0.1314301458815251,0.05170867883612687,0.06755419683011636,-0.2,-0.26383393971746727,-1.9455511581618299
X7,-0.1073879874018698,-0.1953222244396327,1.3396143700446062e-05,0.04486523070717773,-0.25,-0.2832564614773956,-4.353532153092979
X8,0.4298179790971487,-0.032189486053931994,0.891381171618219,0.23572242406038105,0.35,-0.4941969512050127,-0.1365567411850752
X9,0.6300144614504255,0.30844816558689814,0.06010694878545113,0.1640674501488432,-0.1,-0.01311813027662917,1.8800082850502748
X10,0.7323583719816085,0.49957884144464315,2.5950667315873743e-05,0.11876724803974222,0.5,0.26679931090767783,4.206368756456095
