,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.2429333338838352,0.14835854011887753,0.0021080195555415087,0.048253332084139136,-1.5,0.053783746353919845,3.074576069900942
X2,0.24410154623163272,0.05183154250028569,0.5972488515868506,0.09809874249289631,0.1,-0.14043846123106135,0.5283609267880167
X3,-0.3663563242927539,-0.495272240214991,5.0803921612937265e-14,0.06577463459647069,-0.5,-0.6241881561372281,-7.5298364370019035
X4,-0.24888317331176568,-0.3668780455272501,1.1008277349267519e-09,0.06020257117757491,-0.3,-0.48487291774273455,-6.094059412264936
X5,0.39019262002642585,0.27305078725883314,4.910820606299283e-06,0.059767338975406016,0.4,0.15590895449124045,4.568561892494365
X6,-0.1315114922812808,-0.19044747823115468,2.3968413806628823e-10,0.030069932891560187,-0.2,-0.24938346418102855,-6.333485309659873
X7,-0.2547650863391726,-0.2959500053967937,4.758702475348546e-45,0.021013099759802294,-0.25,-0.33713492445441484,-14.084071782828591
X8,0.6429469928204605,0.436956295556832,3.216653169871101e-05,0.10509922491618648,0.35,0.2309655982932035,4.157559638572899
X9,-0.08945588224480655,-0.23656579012728823,0.0016226954997263915,0.07505745405654475,-0.1,-0.3836756980097699,-3.151796088754499
X10,0.8385214030676718,0.7348829537120677,6.533866317598702e-44,0.0528777310989406,0.5,0.6312445043564636,13.897777730610514
