,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.29515783411886726,0.0946241924965146,0.3550530897594907,0.10231496171478285,-1.5,-0.10590944912583805,0.9248324087760759
X2,0.45446278476455726,0.01742153301296736,0.9377254725709879,0.22298432611598473,0.1,-0.4196197187386226,0.07812895783493587
X3,-0.02711007884686728,-0.31303350899024085,0.03188896321020717,0.14588198055850699,-0.5,-0.5989569391336145,-2.145799692270401
X4,-0.002551116465225489,-0.25935883897622947,0.04776714171220205,0.13102675483376428,-0.3,-0.5161665614872335,-1.97943419498775
X5,0.4168672458055487,0.16244925237775293,0.21076563164836914,0.1298074829067247,0.4,-0.09196874105004282,1.2514629260200933
X6,-0.21260492455500782,-0.344152385125023,2.93417341694265e-07,0.06711728407767448,-0.2,-0.4756998456950382,-5.127626808121993
X7,-0.06324241903263161,-0.15374455237490428,0.0008697812750181726,0.04617540594739121,-0.25,-0.24424668571717695,-3.329576626788496
X8,0.44094812483460194,0.0003821745277612652,0.998643440787055,0.2247826747362914,0.35,-0.44018377577907936,0.0017001956588052055
X9,0.12413088538185732,-0.2023296312226883,0.22447211344334905,0.1665645474123737,-0.1,-0.5287901478272339,-1.2147220664056972
X10,0.5286390127353618,0.30956764833730843,0.005612407491504624,0.111773157261079,0.5,0.09049628393925499,2.7696063699285363
