,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,-0.02175483235733794,-0.23606544176100408,0.030856262931436583,0.109344156016981,-1.5,-0.4503760511646702,-2.1589214308293116
X2,0.6383663559482391,0.2127019490258749,0.3273911461434641,0.21717970683255622,0.1,-0.21296245789648935,0.9793822458277207
X3,-0.20608844606532734,-0.5117769898254714,0.0010331940052136857,0.15596640742388332,-0.5,-0.8174655335856154,-3.2813283211337363
X4,-0.12689839215634552,-0.39570289684957216,0.003911249722676092,0.13714767449464715,-0.3,-0.6645074015427987,-2.885232274682254
X5,0.6147232093197488,0.3426747717439303,0.0135571094486779,0.13880277269165067,0.4,0.07062633416811187,2.468789096203285
X6,-0.09257884822150653,-0.23231820228981603,0.0011201805277255708,0.07129689834522955,-0.2,-0.37205755635812554,-3.2584615555770577
X7,-0.16024531211892307,-0.25414475045501544,1.1281753107820327e-07,0.0479087566588429,-0.25,-0.3480441887911078,-5.304766146714558
X8,0.45262951683840474,-0.01886463951506204,0.9374949052151114,0.240562661535348,0.35,-0.4903587958685289,-0.07841881776108506
X9,0.194610238108804,-0.1438244248041426,0.4048870235779707,0.1726739179459146,-0.1,-0.4822590877170892,-0.8329250098395964
X10,0.6113585476221655,0.37103922807622436,0.0024775341626995452,0.12261414982415042,0.5,0.1307199085302832,3.02607185719069
