,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.5372813078323005,-0.6326064456574693,1.1176526415206208e-38,1112.0391693115234,0.04863616771796251,-1.5,-0.727931583482638,-13.006913894324622
X2,0.23628592280459804,0.027413209923759813,0.7969990952744309,1112.0391693115234,0.10656966805555522,0.1,-0.1814595029570784,0.25723276072765083
X3,-0.37087521305313426,-0.5124709655249997,1.3066069341308767e-12,1112.0391693115234,0.07224405778466618,-0.5,-0.6540667179968651,-7.093607159394248
X4,-0.07268084518063025,-0.19712458613021225,0.001904896490610424,1112.0391693115234,0.06349287076169868,-0.3,-0.3215683270797942,-3.1046727571991486
X5,0.4884920361719049,0.363915605113856,1.03133793370378e-08,1112.0391693115234,0.06356057104010528,0.4,0.23933917405580712,5.725493008617458
X6,-0.09147500015752297,-0.15452519865647343,1.5588873304825108e-06,1112.0391693115234,0.032169059482189705,-0.2,-0.2175753971554239,-4.803534860632957
X7,-0.16987217913757027,-0.21268392621147314,2.0990019255549547e-22,1112.0391693115234,0.021843129299264102,-0.25,-0.25549567328537603,-9.73687988097193
X8,0.39299293026376103,0.17877204273981864,0.10191640479401427,1112.0391693115234,0.10929837870692646,0.35,-0.03544884478412377,1.6356330702688593
X9,0.11046059728589411,-0.04269121716950011,0.5848309598682018,1112.0391693115234,0.0781401160712106,-0.1,-0.19584303162489433,-0.5463418704240826
X10,0.5323020946827346,0.4234497588447154,2.4495330875629822e-14,1112.0391693115234,0.05553792612416307,0.5,0.31459742300669624,7.624515144804511
