,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.604697184340509,-0.38541370596429214,0.44549810361673736,0.5051678960964595,-1.5,-1.3755245962690932,-0.762941803987281
X2,1.0253446549165718e+87,-402.1606822227231,1.0,5.231446367977023e+86,0.1,-1.0253446549165718e+87,-7.687370832748053e-85
X3,0.4721206821144476,-0.9964232018502562,0.18356533737284186,0.7492708457730365,-0.5,-2.46496708581496,-1.3298571637632959
X4,1.5297547095828412,0.14412519615715705,0.8384596535415092,0.7069668184852804,-0.3,-1.2415043172685272,0.20386415937590124
X5,-0.1848020178251606,-1.6899778276893396,0.02776407982236268,0.7679609471725903,0.4,-3.1951536375535188,-2.20060386392218
X6,0.4247634905505282,-0.22624928610381564,0.49577356638256753,0.3321554766589304,-0.2,-0.8772620627581595,-0.6811547663750757
X7,0.22215140174173764,-0.2660653050090936,0.2854623291112123,0.24909473171488417,-0.25,-0.7542820117599248,-1.0681289932443616
X8,3.0059794468507803,0.251839462237019,0.8577651564588247,1.4051992713201678,0.35,-2.5023005223767427,0.17921975009310875
X9,2.0764702755133504,0.49370320326052486,0.5409612658868855,0.8075490530707836,-0.1,-1.0890638689923005,0.6113600175533245
X10,2.5178962644291856,1.18886130167354,0.07955977471745249,0.6780915173725871,0.5,-0.14017366108210516,1.7532460902623315
