,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,-0.6792154960154207,-1.0948243528414874,2.4293631005492335e-07,0.21204922989711372,-1.5,-1.510433209667554,-5.163066865994732
X2,1.6238380714497787,0.8528676307004549,0.030146260305938182,0.39335949065866704,0.1,0.08189718995113116,2.1681633491856447
X3,0.3054594878058458,-0.29234472638563896,0.33781929125316223,0.3050077522809015,-0.5,-0.8901489405771237,-0.9584829375628449
X4,0.3718752011328935,-0.17138064025859198,0.5363717805623108,0.27717643864452896,-0.3,-0.7146364816500775,-0.6183088328022819
X5,0.9837272306600201,0.41639219082316103,0.1502911134636985,0.289461969626411,0.4,-0.15094284901369803,1.4385039643051218
X6,0.18535694717255097,-0.097050255673736,0.5005982705018532,0.14408795408807865,-0.2,-0.37945745852002294,-0.6735487104939442
X7,0.10584860318295816,-0.06214352823396651,0.4684345641862304,0.0857118454302858,-0.25,-0.2301356596508912,-0.7250284709423424
X8,1.648984724830935,0.6735276525014485,0.17595853378719495,0.49769132102910385,0.35,-0.301929419828038,1.3533039939470075
X9,0.7397219691482119,0.07884120322588244,0.8151261561127641,0.337190257536531,-0.1,-0.5820395626964471,0.2338181529973203
X10,0.8582586604008884,0.3792583948329019,0.12069999843262391,0.24439237943553377,0.5,-0.09974187073508461,1.5518421470786625
