,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.5216971696228233,-0.6168046821145475,5.1349901195149396e-37,1535.5057382583618,0.04852513234514726,-1.5,-0.7119121946062718,-12.711035546021153
X2,0.18689125646700824,-0.020181430841282627,0.848510479397625,1535.5057382583618,0.10565127079287726,0.1,-0.2272541181495735,-0.19101929101115184
X3,-0.27426415303277496,-0.41244362526091555,4.91044037323796e-09,1535.5057382583618,0.07050102564544074,-0.5,-0.5506230974890561,-5.850179078743489
X4,-0.0910417375585442,-0.2142550692696966,0.0006539966609750456,1535.5057382583618,0.06286509941567926,-0.3,-0.33746840098084896,-3.4081719628404654
X5,0.522594205698054,0.4009450674640824,1.0479137334511366e-10,1535.5057382583618,0.06206702686068296,0.4,0.2792959292301108,6.459872298443628
X6,-0.08449460336862458,-0.14681965583685677,3.891325556523844e-06,1535.5057382583618,0.03179908022200009,-0.2,-0.20914470830508897,-4.6171038536919715
X7,-0.17358982319225602,-0.2161297874060226,2.3304681565015307e-23,1535.5057382583618,0.02170446202775488,-0.25,-0.25866975161978917,-9.957850470085075
X8,0.4139071112270234,0.20342997258454687,0.05817979407459286,1535.5057382583618,0.10738826766332266,0.35,-0.007047166057929655,1.8943407600384101
X9,0.12423166439414875,-0.027037800933289873,0.7260965860374708,1535.5057382583618,0.07717971622307278,-0.1,-0.1783072662607285,-0.3503226269340306
X10,0.3336852646343739,0.2281222900579339,2.2804853686187893e-05,1535.5057382583618,0.05385964975705676,0.5,0.12255931548149392,4.235495237843522
