,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.32635955728696675,-0.5428620252153225,8.903314894854199e-07,318.79523515701294,0.11046247172313149,-1.5,-0.7593644931436782,-4.914447565286953
X2,0.5398075391203723,0.08696678895014945,0.7066154141663645,318.79523515701294,0.23104544275824596,0.1,-0.3658739612200733,0.37640555862920444
X3,-0.35545583221608695,-0.6845724811372955,4.566291631513884e-05,318.79523515701294,0.167919741853018,-0.5,-1.013689130058504,-4.07678378720061
X4,0.10519802861309915,-0.17016180307526255,0.2258254697789508,318.79523515701294,0.14049229051572462,-0.3,-0.4455216347636243,-1.211182495855295
X5,0.6307479030248785,0.36405103532717603,0.007463502429609501,318.79523515701294,0.13607232974570066,0.4,0.09735416762947358,2.6754229607704545
X6,-0.02502810294215113,-0.16430921908956916,0.02076889586146659,318.79523515701294,0.07106309919336173,-0.2,-0.3035903352369872,-2.31215948860443
X7,-0.0316089875329907,-0.1208445400192288,0.007949155902050593,318.79523515701294,0.04552917935545658,-0.25,-0.2100800925054669,-2.654221792046112
X8,0.8881613598741462,0.413238462937088,0.08812023987081724,318.79523515701294,0.2423120511076011,0.35,-0.06168443399997031,1.7053978993128383
X9,0.2885080732617082,-0.050010321202730544,0.7721595556356919,318.79523515701294,0.1727166389099181,-0.1,-0.38852871566716923,-0.2895512645357456
X10,0.7306453561340465,0.49164231383659185,5.5362352163433624e-05,318.79523515701294,0.12194256746422619,0.5,0.25263927153913723,4.031753013407915
