,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.49527177718749404,-0.7141647112053827,1.6094715613018237e-10,146.76630425453186,0.11168211968071286,-1.5,-0.9330576452232714,-6.394619955701975
X2,0.6483173002787885,0.1718978362574084,0.47945559842525,146.76630425453186,0.2430756197671897,0.1,-0.3045216277639718,0.7071784345219271
X3,0.1498498458695309,-0.16449968515652233,0.3050552936644909,146.76630425453186,0.16038535964234713,-0.5,-0.4788492161825756,-1.0256527498728687
X4,-0.09528110272470047,-0.37885502259093207,0.008831373492879428,146.76630425453186,0.14468322880738196,-0.3,-0.6624289424571637,-2.618513740077677
X5,0.6999920749089806,0.418084173692158,0.0036522921991279764,146.76630425453186,0.14383320367967098,0.4,0.13617627247533537,2.9067292043585966
X6,0.07244321772581484,-0.06670877791078254,0.34742429524632823,146.76630425453186,0.0709972201716957,-0.2,-0.20586077354737992,-0.9395970398482895
X7,-0.12993110346205133,-0.22656369587040007,4.321070298060294e-06,146.76630425453186,0.049303248635356935,-0.25,-0.3231962882787488,-4.5953096832634275
X8,0.7184321005170803,0.21874095670867508,0.3909041780859315,146.76630425453186,0.2549491438661145,0.35,-0.2809501870997302,0.8579787850691744
X9,0.0204882160481879,-0.3255304739643004,0.06519596802681447,146.76630425453186,0.17654339059926014,-0.1,-0.6715491639767888,-1.8439119859390796
X10,0.7548613244027527,0.5091430076367831,4.8829009109978555e-05,146.76630425453186,0.12536879083797944,0.5,0.26342469087081355,4.06116230549575
