,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.22805454633094152,-0.4360558362642192,3.975709926631353e-05,313.25457525253296,0.1061250563445439,-1.5,-0.6440571261974968,-4.108886734990532
X2,0.9318337006797797,0.504302829890784,0.020782321714887093,313.25457525253296,0.2181320018066636,0.1,0.07677195910178841,2.311915838638668
X3,-0.15446347791199533,-0.45528073733688756,0.0030134241134783597,313.25457525253296,0.15348101262313604,-0.5,-0.7560979967617798,-2.966365217141248
X4,-0.007915004486327315,-0.2777533114123582,0.04364811063516743,313.25457525253296,0.1376751343014621,-0.3,-0.5475916183383891,-2.0174544431834156
X5,0.7964853966477472,0.5188272046967891,0.00024990799955020064,313.25457525253296,0.14166494484131242,0.4,0.24116901274583102,3.6623541926900773
X6,0.004648709839635834,-0.13119664675871023,0.05837211994903666,313.25457525253296,0.06931012845049504,-0.2,-0.2670420033570563,-1.8928928526285709
X7,-0.09004762034019188,-0.1805943124102668,9.263097046870222e-05,313.25457525253296,0.04619814040976003,-0.25,-0.27114100448034173,-3.9091251467800125
X8,0.4706741443739333,-0.004835632036043067,0.9840979469780089,313.25457525253296,0.24261148490991485,0.35,-0.4803454084460195,-0.019931587483744257
X9,0.549848300500446,0.22020741315050923,0.19043296689477274,313.25457525253296,0.16818721535188236,-0.1,-0.1094334741994275,1.3092993583952852
X10,0.6557885813327093,0.41734255712468843,0.000602588243854888,313.25457525253296,0.12165836934148838,0.5,0.1788965329166675,3.4304467451247085
