,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,56.75438558055558,33.397001036875714,0.005072269160170362,295.1565053462982,11.917251818747621,-1.5,10.039616493195851,2.8024079330384906
X2,7.153479990742479,3.249999975605899,0.10271167822139127,295.1565053462982,1.991608016849585,0.1,-0.6534800395306815,1.6318472049268484
X3,13.54985140416345,6.7497929237170196,0.051717705513843436,295.1565053462982,3.469481317231556,-0.5,-0.050265556729410577,1.945476083180918
X4,26.61745356999004,15.397007787004453,0.0071555477693312775,295.1565053462982,5.724822386016063,-0.3,4.176562004018866,2.689517114909013
X5,5.012557430676441,1.854378326601267,0.2498038082912699,295.1565053462982,1.6113454655673138,0.4,-1.3038007774739078,1.150826043345328
X6,-0.5060710419921528,-2.66808343920973,0.015574335600568076,295.1565053462982,1.1030878103973223,-0.2,-4.830095836427308,-2.4187407512450987
X7,-4.882932531883959,-16.38867601513821,0.005242305949781203,295.1565053462982,5.870385110774611,-0.25,-27.89441949839246,-2.791754834799192
X8,6.542026582172996,1.331932422155862,0.6163329737098904,295.1565053462982,2.6582601313172765,0.35,-3.8781617378612725,0.501054207022183
X9,1.6266370074203191,-1.8212022995621386,0.300536560445842,295.1565053462982,1.7591339978603984,-0.1,-5.269041606544596,-1.035283441612312
X10,10.784102684334517,5.595267337530367,0.03455932896954371,295.1565053462982,2.6474135988233205,0.5,0.40643199072621616,2.1134843985153133
