,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.21321848360485757,-0.42097361834134955,7.143071076408707e-05,154.25763988494873,0.10599946465164257,-1.5,-0.6287287530778416,-3.971469287367067
X2,0.4868320338085103,0.02445603565049585,0.9174339300398551,154.25763988494873,0.2359104545583564,0.1,-0.4379199625075186,0.10366660390816312
X3,-0.12318860662687703,-0.4352419131725267,0.00626280775265243,154.25763988494873,0.15921379502156655,-0.5,-0.7472952197181764,-2.7336947348913476
X4,-0.07070865072486548,-0.3437921558532258,0.013607873143582621,154.25763988494873,0.13933087808161798,-0.3,-0.6168756609815862,-2.467451297133414
X5,0.4838080783696169,0.2124884445180362,0.12478920248226734,154.25763988494873,0.13843092722702088,0.4,-0.05883118933354456,1.5349781206735986
X6,-0.23020951076144608,-0.369686064976849,2.04793389519827e-07,154.25763988494873,0.07116281432485645,-0.2,-0.509162619192252,-5.194933175200765
X7,-0.06726577321870351,-0.1637144585197457,0.0008782012372732879,154.25763988494873,0.049209416755125183,-0.25,-0.26016314382078787,-3.3268928858559326
X8,0.485580835509776,0.017724062975610026,0.9408111892467148,154.25763988494873,0.23870681937737936,0.35,-0.45013270955855594,0.0742503419962606
X9,0.056585748166922856,-0.29141451024132414,0.10074163998165203,154.25763988494873,0.177554413452618,-0.1,-0.6394147686495711,-1.6412687500955347
X10,0.6141567489270039,0.38078844718021126,0.0013834353164809588,154.25763988494873,0.1190676470316764,0.5,0.14742014543341866,3.1980849262848663
