,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.39035004697868064,-0.6085047265789855,4.5776664323944256e-08,97.66162037849426,0.11130545234519859,-1.5,-0.8266594061792902,-5.466980401748798
X2,0.7277111919310857,0.29711454832275547,0.17625116313893452,97.66162037849426,0.21969620034262372,0.1,-0.1334820952855747,1.3523881972441727
X3,-0.09241421338260947,-0.40733618668403443,0.011240955712418366,97.66162037849426,0.16067742739225055,-0.5,-0.7222581599854594,-2.5351176782886444
X4,0.08908906958657106,-0.18746365059961476,0.18398705922686664,97.66162037849426,0.14110091827512433,-0.3,-0.4640163707858006,-1.3285785301133937
X5,0.9529804021699448,0.6783638224569314,1.2883315521717354e-06,97.66162037849426,0.1401130733590073,0.4,0.403747242743918,4.841545518873755
X6,-0.18359967085578618,-0.3228196901762574,5.501026874163218e-06,97.66162037849426,0.07103192677032395,-0.2,-0.46203970949672857,-4.544712565943326
X7,-0.1343301129468919,-0.23258985416840525,3.493963970925076e-06,97.66162037849426,0.050133441849704044,-0.25,-0.3308495953899186,-4.639415240343773
X8,1.0677397431622089,0.5916703165240095,0.014855221502602108,97.66162037849426,0.2428970259852729,0.35,0.11560088988581002,2.43588950553838
X9,0.3448924972934503,-0.00531252380177731,0.9762806549004073,97.66162037849426,0.17867931303596782,-0.1,-0.35551754489700493,-0.029732170509900655
X10,0.6047938683135635,0.36579056081031003,0.002702526555171951,97.66162037849426,0.12194270277579254,0.5,0.12678725330705656,2.999692088856382
