,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.554515780013393,-0.6510336368233045,6.6927311639635815e-40,1703.4416880607605,0.04924470898950771,-1.5,-0.747551493633216,-13.220377380278896
X2,0.3304271723110147,0.1253576167220665,0.23087318904431287,1703.4416880607605,0.1046292460417376,0.1,-0.07971193886688169,1.198112587679932
X3,-0.3897801048197852,-0.5299396224828449,1.2575321846220161e-13,1703.4416880607605,0.07151127146368998,-0.5,-0.6700991401459045,-7.410574747673492
X4,-0.04299165261007895,-0.16658955295144073,0.008248920914267165,1703.4416880607605,0.06306131150437548,-0.3,-0.2901874532928025,-2.6417077123409016
X5,0.3900526225448875,0.26713869252776334,2.0465860718488536e-05,1703.4416880607605,0.06271234064356496,0.4,0.1442247625106392,4.25974680240507
X6,-0.11059846929252301,-0.172975717778551,5.476769664330169e-08,1703.4416880607605,0.031825711332467324,-0.2,-0.235352966264579,-5.435093530873827
X7,-0.11029985680176604,-0.1512875549482106,4.678643156867825e-13,1703.4416880607605,0.02091247499772678,-0.25,-0.19227525309465518,-7.234320900068299
X8,0.2598893306794209,0.04758037594863009,0.6604834172668332,1703.4416880607605,0.10832288487481953,0.35,-0.16472857878216068,0.4392458343739192
X9,-0.023852043792790878,-0.17678636526826852,0.02347311516963137,1703.4416880607605,0.07802914822694582,-0.1,-0.32972068674374616,-2.2656452016378523
X10,0.36790177502668064,0.26076739406091026,1.8368284816462383e-06,1703.4416880607605,0.05466140243686638,0.5,0.15363301309513988,4.7705946506238135
