,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.33067092219142347,-0.5394051923623728,4.0865020880381135e-07,129.51578450202942,0.10649903272251397,-1.5,-0.7481394625333222,-5.064883488358126
X2,0.9102672303193204,0.47588246619870833,0.031777081247790544,129.51578450202942,0.22162895038919703,0.1,0.041497702078096166,2.1472035370966793
X3,-0.03103711397853509,-0.33826354213704746,0.03093043009117709,129.51578450202942,0.1567510567329361,-0.5,-0.6454899702955599,-2.1579665820904954
X4,-0.08926213627683621,-0.3644256117240437,0.009437923342919654,129.51578450202942,0.14039210691992685,-0.3,-0.6395890871712512,-2.595769945470618
X5,0.42709005387925925,0.1589486237385507,0.24530630946186416,129.51578450202942,0.1368093649376767,0.4,-0.10919280640215787,1.1618256090214256
X6,-0.04607426744318327,-0.18834165348689424,0.009467027361746561,129.51578450202942,0.07258673426844114,-0.2,-0.3306090395306052,-2.594711766345168
X7,-0.13850573705611496,-0.22802483613295235,5.961524032642302e-07,129.51578450202942,0.04567384864050431,-0.25,-0.31754393520978974,-4.9924594252549195
X8,1.1677048435734347,0.6920409628972409,0.004350778410115466,129.51578450202942,0.24269011097968823,0.35,0.21637708222104723,2.8515416639912483
X9,0.0915091435920129,-0.24005633862089332,0.1558899047158589,129.51578450202942,0.1691691695423519,-0.1,-0.5716218208337995,-1.4190312529777753
X10,0.5190195958550643,0.28007413968918443,0.021600269827683427,129.51578450202942,0.12191318624519627,0.5,0.041128683523304566,2.2973244184258217
