,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,1.3530929880571492,0.3448204155878751,0.502672574982173,0.5144342306640703,-1.5,-0.6634521568813989,0.6702905736711086
X2,0.9592759668148763,-0.6802075929017728,0.416119356334929,0.8364865679760695,0.1,-2.3196911526184216,-0.8131721643152942
X3,0.5969405397262194,-0.690238817571376,0.2932522638424302,0.6567362243886088,-0.5,-1.9774181748689714,-1.051013773777983
X4,0.6339510521834968,-0.5800062063456766,0.3490495957095546,0.619377324547376,-0.3,-1.79396346487485,-0.9364343565039763
X5,1.2549851513981918,0.08710602722448975,0.8837765174780848,0.5958676405146738,0.4,-1.0807730969492124,0.146183516777741
X6,0.17068358990117322,-0.43127308993299013,0.16025328794397453,0.30712639611450177,-0.2,-1.0332297697671535,-1.4042202018096954
X7,-0.005469972153080205,-0.4100135983836195,0.046981677611330624,0.20640360038783329,-0.25,-0.8145572246141588,-1.986465340784764
X8,3.081931112652975,0.9782122233365309,0.3621018425544127,1.0733456784494226,0.35,-1.1255066659799133,0.9113673655906236
X9,1.792027436749052,0.4079552002009863,0.5634671792634953,0.7061722748724292,-0.1,-0.9761170363470795,0.5776992593976928
X10,1.0461681409127193,0.021198889712095,0.9676651012105277,0.5229531007715572,0.5,-1.0037703614885294,0.0405368850109474
