,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,0.1601494580606934,-0.04420345314507798,0.6715959966615674,168.52455306053162,0.10426360443649545,-1.5,-0.24855636435084935,-0.4239586132090924
X2,0.3182686850904045,-0.0900354159294526,0.6656011472182792,168.52455306053162,0.2083222452146351,0.1,-0.49833951694930967,-0.4321929990562881
X3,-0.07249142271657055,-0.36500137469192473,0.014457402962962447,168.52455306053162,0.14924251260500407,-0.5,-0.657511326667279,-2.445693042289924
X4,0.1005347263106359,-0.15554630795636196,0.23384886756941559,168.52455306053162,0.13065598871560796,-0.3,-0.41162734222335984,-1.1905027047396308
X5,0.4994701598987067,0.23955900891501714,0.07084175177421011,168.52455306053162,0.13261016579064183,0.4,-0.02035214206867242,1.8064905317532043
X6,0.01631849034786706,-0.11102850864963118,0.08748607037662826,168.52455306053162,0.06497415207498619,-0.2,-0.23837550764712942,-1.708810428514619
X7,-0.08176898654966265,-0.16752870565118336,0.00012880974421780128,168.52455306053162,0.04375576240253429,-0.25,-0.2532884247527041,-3.8287232687203794
X8,0.7050199936321148,0.27077107650835325,0.22166462308584867,168.52455306053162,0.22155963942386775,0.35,-0.16347784061540827,1.2221137261843014
X9,0.3023346566763952,-0.013353427828158087,0.9339267831707329,168.52455306053162,0.16106830763450414,-0.1,-0.32904151233271134,-0.08290537116997378
X10,0.5373580527127586,0.3214234642221518,0.003529059439583081,168.52455306053162,0.11017273199436661,0.5,0.10548887573154503,2.917450247476725
