,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,0.4129521089708964,0.20616681398455675,0.05068916997679183,59.153440952301025,0.10550463936395751,-1.5,-0.0006184810017828835,1.9541018786230497
X2,0.2236069960553451,-0.1904490442283923,0.36732028739102596,59.153440952301025,0.21125696200733146,0.1,-0.6045050845121297,-0.901504226979194
X3,0.07879318549714354,-0.19884075192907258,0.16040181001779985,59.153440952301025,0.14165256985649538,-0.5,-0.4764746893552887,-1.403721458287083
X4,-0.016640513274319868,-0.2727800374304435,0.036861368838349534,59.153440952301025,0.13068583104389858,-0.3,-0.5289195615865672,-2.087296191572705
X5,0.42912384210389115,0.17165120372452153,0.19132691318652673,59.153440952301025,0.13136600385485123,0.4,-0.0858214346548481,1.3066638147429845
X6,0.07657267763182737,-0.052419553117307637,0.4257499199351241,59.153440952301025,0.06581357144780976,-0.2,-0.18141178386644266,-0.7964854659023695
X7,-0.17996722736430304,-0.26605683407384806,1.3851282378780106e-09,59.153440952301025,0.04392407549809335,-0.25,-0.3521464407833931,-6.057198268985696
X8,0.6470460444175419,0.20008279274633267,0.38028215185343783,59.153440952301025,0.2280466639546488,0.35,-0.2468804589248766,0.8773765389794203
X9,0.3617105827169823,0.04570075338350628,0.776834705474182,59.153440952301025,0.16123246617462159,-0.1,-0.2703090759499698,0.2834463459363726
X10,0.5789637073577497,0.35899348222659555,0.0013805844481026863,59.153440952301025,0.11223176809939069,0.5,0.1390232570954414,3.198679734856147
