,0.975],Coef,P-value,Std.Err,Truth,[0.025,z
X1,0.36662796474740045,-0.527459277246992,0.24757304966620486,0.45617533893193574,-1.5,-1.4215465192413845,-1.156264340115265
X2,2.1036130152308297,-0.4736766362517381,0.7186832355337667,1.3149678522067587,0.1,-3.050966287734306,-0.36021917604816067
X3,0.5954366887837625,-1.740116029289288,0.14421268353029415,1.1916304167183942,-0.5,-4.0756687473623385,-1.4602816484672796
X4,0.6634306327506203,-0.7312118851369964,0.3041331923567159,0.7115653746128076,-0.3,-2.125854403024613,-1.0276102677633512
X5,1.2590893337758107,0.15515778470823655,0.782952632223359,0.5632407274151842,0.4,-0.9487737643593375,0.27547330502942197
X6,0.6008182496090444,-0.013364485873452724,0.9659818126652515,0.3133642941821876,-0.2,-0.6275472213559499,-0.04264840034928394
X7,0.14431910939677156,-0.2698494113602179,0.2016006015115912,0.21131435105797322,-0.25,-0.6840179321172073,-1.2770046615820514
X8,0.7093205178883957,-1.6915168891201562,0.16731024373414216,1.2249395432816887,0.35,-4.092354296128708,-1.3808982642428849
X9,1.6891327008175077,0.10621460796280675,0.8953682537142748,0.8076261058135256,-0.1,-1.476703484891894,0.13151457982628767
X10,2.448232125608228,1.2266529032318325,0.04905601838466034,0.6232661530397474,0.5,0.005073680855437024,1.9681044723017478
