,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.6282303565787926,-0.7270527883699778,3.8860389074224193e-47,2860.0962793827057,0.050420534148170694,-1.5,-0.825875220161163,-14.419775606370802
X2,0.16456064211654414,-0.04223862860039764,0.6889197442306285,2860.0962793827057,0.10551176996972485,0.1,-0.24903789931733944,-0.4003214865272134
X3,-0.18861374938967793,-0.3278395180236189,3.927320792482584e-06,2860.0962793827057,0.07103486014740115,-0.5,-0.46706528665755986,-4.615191996483618
X4,-0.1253312082561809,-0.25090897150353614,9.000044050592945e-05,2860.0962793827057,0.06407146419391133,-0.3,-0.37648673475089134,-3.9160798751869303
X5,0.34887244224148767,0.22450371450719595,0.00040313765288290326,2860.0962793827057,0.06345459801011229,0.4,0.10013498677290422,3.5380212237956097
X6,-0.07806937367643171,-0.1407421759865099,1.0754256372917764e-05,2860.0962793827057,0.03197650686955382,-0.2,-0.20341497829658808,-4.401424350716571
X7,-0.15056249352172302,-0.19323937965543758,7.015663272757383e-19,2860.0962793827057,0.021774321433309273,-0.25,-0.23591626578915215,-8.874645313163679
X8,0.46522678090672553,0.24613183787925086,0.027677408411650877,2860.0962793827057,0.11178518739501067,0.35,0.027036894851776155,2.201828736123195
X9,-0.006758155343511735,-0.1633200563476798,0.04089748081638654,2860.0962793827057,0.07987998810394888,-0.1,-0.3198819573518479,-2.044567860164792
X10,0.6182040798022349,0.5087772366955191,8.028182481475145e-20,2860.0962793827057,0.055831047461441026,0.5,0.3993503935888033,9.112801207014778
