,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.44363278813807505,-0.6693575480753753,6.172366324970168e-09,161.86214566230774,0.1151678091726686,-1.5,-0.8950823080126755,-5.8120194599848825
X2,0.5759869051228886,0.11376854233912038,0.6295093607323925,161.86214566230774,0.23583002686976304,0.1,-0.3484498204446479,0.4824175438946499
X3,-0.13653892574883014,-0.47303429165421007,0.00586465984312578,161.86214566230774,0.1716844625234851,-0.5,-0.80952965755959,-2.7552539391239477
X4,-0.23413830322348256,-0.5262406709963735,0.00041399544576066006,161.86214566230774,0.14903455766171775,-0.3,-0.8183430387692645,-3.530997637412709
X5,0.5361611745475239,0.2426078420298497,0.10527162404596188,161.86214566230774,0.14977485939418997,0.4,-0.05094549048782443,1.6198168571891904
X6,-0.046274947671646666,-0.19801747627763447,0.010537641382478717,161.86214566230774,0.07742107947186162,-0.2,-0.34976000488362224,-2.557668759315131
X7,-0.11189757936335201,-0.21263060855345622,3.516358072238661e-05,161.86214566230774,0.0513953466441752,-0.25,-0.31336363774356046,-4.137156813544993
X8,0.6171106976559244,0.10554223234361794,0.6859463553430483,161.86214566230774,0.26100911308182523,0.35,-0.40602623296868856,0.4043622504112755
X9,0.19267758592527354,-0.17494180356923075,0.3509734343492025,161.86214566230774,0.1875643580670381,-0.1,-0.5425611930637351,-0.9327028086365114
X10,0.6750006424131647,0.4144352460453689,0.001824737976789896,161.86214566230774,0.13294397058711072,0.5,0.15386984967757306,3.1173677468419885
