,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.4513650911373409,-0.6725474966622242,2.5278462591238437e-09,103.50575804710388,0.11285023884361312,-1.5,-0.8937299021871076,-5.959646196178944
X2,0.3504302126608688,-0.1602592723134549,0.5385180325962359,103.50575804710388,0.2605606454885517,0.1,-0.6709487572877787,-0.6150555545829589
X3,0.10919875037574339,-0.19976946182602573,0.20506477121719457,103.50575804710388,0.1576397383838525,-0.5,-0.5087376740277949,-1.2672531930977164
X4,0.18598982887827353,-0.0900788216994713,0.5224851210310648,103.50575804710388,0.14085393944875763,-0.3,-0.3661474722772161,-0.6395193634768149
X5,0.5596106870092405,0.28403077997151577,0.043376352642994616,103.50575804710388,0.1406045759196214,0.4,0.008450872933790932,2.0200678257718017
X6,-0.11739166768237058,-0.2560059002450906,0.00029477698122336104,103.50575804710388,0.07072284621693053,-0.2,-0.39462013280781066,-3.619847247943546
X7,-0.2031468061140828,-0.2979328976409398,7.247679550093459e-10,103.50575804710388,0.04836113904482785,-0.25,-0.39271898916779674,-6.160584790295655
X8,0.7708128085035375,0.2782325452606435,0.26825932899101745,103.50575804710388,0.25132107693962435,0.35,-0.21434771798225044,1.1070800294536545
X9,0.25623490772725677,-0.08346230098369181,0.6301216481771958,103.50575804710388,0.1733180857969578,-0.1,-0.42315950969464045,-0.48155563569671506
X10,0.7044211368511557,0.46364402278816924,0.00016056310444702052,103.50575804710388,0.12284772274541086,0.5,0.22286690872518278,3.774136080235067
