,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.4308186936630069,-0.527096915550026,7.338422990027247e-27,1642.6547176837921,0.04912244402806333,-1.5,-0.6233751374370451,-10.730266499950593
X2,0.26535678661834833,0.0659283524568652,0.5170252572334436,1642.6547176837921,0.1017510700000016,0.1,-0.1335000817046179,0.6479376821969947
X3,-0.34433927324556823,-0.48395264685034123,1.0908532092526982e-11,1642.6547176837921,0.07123262141793064,-0.5,-0.6235660204551142,-6.7939749684478254
X4,-0.23501046762524955,-0.3584460186056063,1.2588122907423581e-08,1642.6547176837921,0.06297847867632098,-0.3,-0.48188156958596307,-5.691563628391948
X5,0.39485823342272003,0.271186447087972,1.7250755107659058e-05,1642.6547176837921,0.06309900913218203,0.4,0.147514660753224,4.297792482285754
X6,-0.08527059607355328,-0.1472181987954027,3.1953568821774953e-06,1642.6547176837921,0.03160650028360185,-0.2,-0.20916580151725214,-4.657845616389953
X7,-0.16069453282433904,-0.20226808326156784,1.486964232020348e-21,1642.6547176837921,0.02121138471789726,-0.25,-0.24384163369879663,-9.535826441868394
X8,0.43749607400520496,0.22362597354220723,0.04042599880399275,1642.6547176837921,0.10911940242932919,0.35,0.00975587307920947,2.0493694848360064
X9,0.217056282376569,0.06502911374328883,0.40182402413380325,1642.6547176837921,0.07756630664302006,-0.1,-0.08699805488999134,0.8383680564110061
X10,0.5218351480774048,0.41323682496467923,8.782721836062834e-14,1642.6547176837921,0.0554083254145105,0.5,0.30463850185195357,7.458027685789968
