,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.5009653195217263,-0.7213456078616358,1.405217078386143e-10,208.0609118938446,0.11244098786503709,-1.5,-0.9417258962015453,-6.415326132917534
X2,0.4696628913934458,-0.030814273427908805,0.9039488020566337,208.0609118938446,0.25535018236118345,0.1,-0.5312914382492634,-0.12067456989054798
X3,0.13093542582351855,-0.19212229038824194,0.24378034136795046,208.0609118938446,0.1648283928744408,-0.5,-0.5151800066000024,-1.1655897812131948
X4,-0.25315965594284084,-0.5450262641467979,0.00025221500966100515,208.0609118938446,0.14891426995799772,-0.3,-0.8368928723507549,-3.6600002424248945
X5,0.5103308088138023,0.22365892668863135,0.1262280094721912,208.0609118938446,0.14626385082846977,0.4,-0.06301295543653956,1.5291469862291969
X6,0.03768563602559745,-0.10537714340650102,0.14883189347274992,208.0609118938446,0.07299255467554427,-0.2,-0.2484399228385995,-1.4436697533729013
X7,-0.1112008505486432,-0.2099897430679673,3.097457743411913e-05,208.0609118938446,0.05040342196046667,-0.25,-0.3087786355872914,-4.166180288962727
X8,0.5874100184244291,0.07653235205653768,0.7690531463008687,208.0609118938446,0.26065665816713546,0.35,-0.43434531431135376,0.29361364714291865
X9,0.14208689770249283,-0.21199718875239976,0.24060760106793055,208.0609118938446,0.18065846436714786,-0.1,-0.5660812752072923,-1.173469449632667
X10,0.8706862102069105,0.6176436003807151,1.7182927056504068e-06,208.0609118938446,0.12910574369028993,0.5,0.36460099055451967,4.784013342290736
