,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,0.1377692364009945,-0.0612851206418032,0.5462184615216059,204.69414019584656,0.10156021082162615,-1.5,-0.2603394776846009,-0.6034363275342196
X2,0.5011473433355631,0.04046191612511675,0.8633248906562588,204.69414019584656,0.23504790251782498,0.1,-0.42022351108532957,0.17214327671802263
X3,0.057127954889384325,-0.224196434109109,0.11829783338663266,204.69414019584656,0.14353548789594775,-0.5,-0.5055208231076023,-1.5619582125337135
X4,0.10374917265682657,-0.15276221645854562,0.24311646608659,204.69414019584656,0.13087556154876936,-0.3,-0.4092736055739178,-1.1672325577882654
X5,0.4705706070458229,0.20001223668015986,0.14736059667608342,204.69414019584656,0.13804252035530398,0.4,-0.07054613368550319,1.4489175955738396
X6,-0.08543529418942963,-0.21969422617659531,0.0013404235744900635,204.69414019584656,0.06850071327185892,-0.2,-0.353953158163761,-3.207181585171156
X7,-0.11639668961880555,-0.20622928166893684,6.8112695609954696e-06,204.69414019584656,0.045833796972868525,-0.25,-0.2960618737190681,-4.499502447746473
X8,0.5821127811170798,0.14584877599984528,0.5123121765652194,204.69414019584656,0.22258776442691522,0.35,-0.29041522911738915,0.6552416588367034
X9,0.1376143581939853,-0.1880206062947168,0.2577702289053796,204.69414019584656,0.16614333961680017,-0.1,-0.513655570783419,-1.1316770610749445
X10,0.649999565989119,0.42811197158078995,0.0001558407441463739,204.69414019584656,0.11321003569878274,0.5,0.20622437717246092,3.7815726224118937
