,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.5601223706452226,-0.6582664597958929,1.7998984383832354e-39,1289.9102613925934,0.050074434607304145,-1.5,-0.7564105489465632,-13.145759207431459
X2,0.302639611469692,0.10724936367896372,0.28200740993931084,1289.9102613925934,0.0996907329883244,0.1,-0.08814088411176453,1.075820795615221
X3,-0.36730782196162226,-0.5108792173515073,3.0747530424720273e-12,1289.9102613925934,0.07325205737956669,-0.5,-0.6544506127413924,-6.9742644183262845
X4,-0.09348976411828988,-0.21858744062338367,0.000615451449694442,1289.9102613925934,0.06382651747945053,-0.3,-0.3436851171284775,-3.4247120045952637
X5,0.38942937080135615,0.26383873911719496,3.830706176573763e-05,1289.9102613925934,0.06407802984348752,0.4,0.13824810743303378,4.117460224067888
X6,-0.13000226797124984,-0.19219156247751643,1.3857295458736833e-09,1289.9102613925934,0.03172981468346693,-0.2,-0.254380856983783,-6.057128426207272
X7,-0.18790768814498482,-0.2304024789668759,2.2382902722985438e-26,1289.9102613925934,0.02168141395550688,-0.25,-0.272897269788767,-10.626727548290539
X8,0.5668749117893671,0.3505578257624084,0.0014918382207935032,1289.9102613925934,0.11036788738311454,0.35,0.1342407397354497,3.176266521669791
X9,0.061579614641534525,-0.09253021844034043,0.23927677912828627,1289.9102613925934,0.07862891006257,-0.1,-0.24664005152221538,-1.1767964018159258
X10,0.5700000970433652,0.4605426100618339,1.6302924012359135e-16,1289.9102613925934,0.0558466823786209,0.5,0.35108512308030254,8.246552712648473
