,0.975],Coef,P-value,RunTime,Std.Err,Truth,[0.025,z
X1,-0.13949725641540608,-0.34392014873004273,0.0009757240806143062,180.42969727516174,0.10429930973968739,-1.5,-0.5483430410446793,-3.2974345620158614
X2,0.8500103320777366,0.419944928487279,0.05564043343521382,180.42969727516174,0.2194251545387862,0.1,-0.010120475103178539,1.913841324938196
X3,-0.0948880482755941,-0.39301340331113166,0.009772240463701436,180.42969727516174,0.1521075667897663,-0.5,-0.6911387583466693,-2.5837860114765396
X4,-0.041602681711814915,-0.3092511407421965,0.02353622663922753,180.42969727516174,0.13655784444529676,-0.3,-0.5768995997725781,-2.2646164487905223
X5,0.46034289380294235,0.19937295691072374,0.13430172966546147,180.42969727516174,0.13315037260491447,0.4,-0.061596979981494854,1.4973518512209183
X6,-0.0627089110005705,-0.20150561164991046,0.004434403361495198,180.42969727516174,0.07081594388944897,-0.2,-0.34030231229925045,-2.8454836662839886
X7,-0.14369597158127678,-0.23124852096977222,2.2576901855844626e-07,180.42969727516174,0.04467048853371563,-0.25,-0.31880107035826766,-5.176762747853863
X8,1.0948095350309641,0.6315853755908659,0.007532809085396441,180.42969727516174,0.2363431978547045,0.35,0.16836121615076782,2.672323051070598
X9,0.030541115457576817,-0.2928895640553254,0.0759164997099322,180.42969727516174,0.16501868376812137,-0.1,-0.6163202435682276,-1.7748872877139406
X10,0.5142806391785284,0.2814412938252659,0.01783244390085206,180.42969727516174,0.1187977663636998,0.5,0.04860194847200336,2.3690790024084487
